typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","M","20220101","2022","1","202201","56","BEL","Belgium","M","Import","710","ZAF","South Africa","0","W00","World","H6","HS","true","7108","Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","29.77","false","8","kg","29.77","false","29.77","false","0","false","1436822.593",,"1436822.593","0","false","true",
"C","M","20220101","2022","1","202201","56","BEL","Belgium","M","Import","710","ZAF","South Africa","0","W00","World","H6","HS","true","710813","Metals; gold, semi-manufactured","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","29.77","false","8","kg","29.77","false","29.77","false","0","false","1436822.593",,"1436822.593","0","true","false",
"C","M","20220101","2022","1","202201","124","CAN","Canada","M","Import","710","ZAF","South Africa","0","W00","World","H6","HS","true","7108","Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1.244","false","15","g","1244","false","1.244","false","0","false",,"74068.226","74068.226","0","false","true",
"C","M","20220101","2022","1","202201","156","CHN","China","M","Import","710","ZAF","South Africa","0","W00","World","H6","HS","true","7108","Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","14969.879","false","15","g","14969879","false","14969.879","false","0","false","863145943",,"863145943","0","false","true",
"C","M","20220101","2022","1","202201","124","CAN","Canada","M","Import","710","ZAF","South Africa","0","W00","World","H6","HS","true","710812","Metals; gold, non-monetary, unwrought (but not powder)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1.244","false","15","g","1244","false","1.244","false","0","false",,"74068.226","74068.226","0","false","true",
"C","M","20220101","2022","1","202201","156","CHN","China","M","Import","710","ZAF","South Africa","0","W00","World","H6","HS","true","710812","Metals; gold, non-monetary, unwrought (but not powder)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","14540.2","false","15","g","14540200","false","14540.2","false","0","false","840959465",,"840959465","0","true","false",
"C","M","20220101","2022","1","202201","156","CHN","China","M","Import","710","ZAF","South Africa","0","W00","World","H6","HS","true","710813","Metals; gold, semi-manufactured","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","429.679","false","15","g","429679","false","429.679","false","0","false","22186478",,"22186478","0","true","false",
"C","M","20220101","2022","1","202201","276","DEU","Germany","M","Import","710","ZAF","South Africa","0","W00","World","H6","HS","true","7108","Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","0.046","false","15","g","46","false","0.046","false","0","false","2589.884","0","2589.884","0","false","true",
"C","M","20220101","2022","1","202201","344","HKG","China, Hong Kong SAR","M","Import","710","ZAF","South Africa","0","W00","World","H6","HS","true","7108","Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3006","false","8","kg","3006","false","3006","false","0","false","177745992.906","0","177745992.906","0","false","true",
"C","M","20220101","2022","1","202201","276","DEU","Germany","M","Import","710","ZAF","South Africa","0","W00","World","H6","HS","true","710812","Metals; gold, non-monetary, unwrought (but not powder)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","0.046","false","15","g","46","false","0.046","false","0","false","2589.884","0","2589.884","0","false","true",
