typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","M","20190101","2019","1","201901","404","KEN","Kenya","X","Export","0","W00","World","0","W00","World","H4","HS","true","7108","Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","6.853","false","15","g","6858","false","0","false","0","false","0","236018.387","236018.387","0","false","true",
"C","M","20190101","2019","1","201901","404","KEN","Kenya","X","Export","344","HKG","China, Hong Kong SAR","0","W00","World","H4","HS","true","7108","Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1","false","15","g","1005","false","1","false","0","false","0","40089.147","40089.147","0","false","true",
"C","M","20190101","2019","1","201901","404","KEN","Kenya","X","Export","634","QAT","Qatar","0","W00","World","H4","HS","true","7108","Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1","false","15","g","1000","false","1","false","0","false","0","38807.808","38807.808","0","false","true",
"C","M","20190101","2019","1","201901","404","KEN","Kenya","X","Export","757","CHE","Switzerland","0","W00","World","H4","HS","true","7108","Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","4.853","false","15","g","4853","false","0","false","0","false","0","157121.432","157121.432","0","false","true",
"C","M","20190101","2019","1","201901","404","KEN","Kenya","X","Export","0","W00","World","0","W00","World","H4","HS","true","710812","Metals; gold, non-monetary, unwrought (but not powder)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2","false","15","g","2005","false","2","false","0","false","0","78896.955","78896.955","0","false","true",
"C","M","20190101","2019","1","201901","404","KEN","Kenya","X","Export","344","HKG","China, Hong Kong SAR","0","W00","World","H4","HS","true","710812","Metals; gold, non-monetary, unwrought (but not powder)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1","false","15","g","1005","false","1","false","0","false","0","40089.147","40089.147","0","true","false",
"C","M","20190101","2019","1","201901","404","KEN","Kenya","X","Export","634","QAT","Qatar","0","W00","World","H4","HS","true","710812","Metals; gold, non-monetary, unwrought (but not powder)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1","false","15","g","1000","false","1","false","0","false","0","38807.808","38807.808","0","true","false",
"C","M","20190101","2019","1","201901","404","KEN","Kenya","X","Export","0","W00","World","0","W00","World","H4","HS","true","710813","Metals; gold, semi-manufactured","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","4.853","false","15","g","4853","false","0","false","0","false","0","157121.432","157121.432","0","false","true",
"C","M","20190101","2019","1","201901","404","KEN","Kenya","X","Export","757","CHE","Switzerland","0","W00","World","H4","HS","true","710813","Metals; gold, semi-manufactured","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","4.853","false","15","g","4853","false","0","false","0","false","0","157121.432","157121.432","0","true","false",
"C","M","20190101","2019","1","201901","710","ZAF","South Africa","X","Export","0","W00","World","0","W00","World","H5","HS","true","7108","Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","6953.05","false","8","kg","6953.05","false","6953.05","false","0","false",,"280986427.453","280986427.453","0","false","true",
