"partnerDesc","reporterDesc","cmdCode","qtyUnitAbbr","qty","altQtyUnitAbbr","altQty","primaryValue","bricsflag","date","gold_price"
"Germany","South Africa","7108","kg",45.221,"g",45221,1917887.825,"w",2017-08-01,41226.84261
"Germany","South Africa","7108","kg",45.221,"g",45221,1917887.825,"w",2017-08-01,41226.84261
"Germany","South Africa","7108","kg",45.221,"g",45221,1917887.825,"w",2017-08-01,41226.84261
"Germany","South Africa","710812","kg",45.221,"g",45221,1917887.825,"w",2017-08-01,41226.84261
"Germany","South Africa","710812","kg",45.221,"g",45221,1917887.825,"w",2017-08-01,41226.84261
"Germany","South Africa","710812","kg",45.221,"g",45221,1917887.825,"w",2017-08-01,41226.84261
"Germany","South Africa","710812","kg",45.221,"g",45221,1917887.825,"w",2017-08-01,41226.84261
"Norway","South Africa","7108","kg",39,"kg",39,945819.637,"w",2017-08-01,41226.84261
"Norway","South Africa","710813","kg",39,"kg",39,945819.637,"w",2017-08-01,41226.84261
"United Kingdom","South Africa","7108","kg",13168.4,"g",13168400,538323365.938,"w",2017-08-01,41226.84261
"United Kingdom","South Africa","7108","kg",13168.4,"g",13168400,538323365.938,"w",2017-08-01,41226.84261
"United Kingdom","South Africa","710813","kg",13168.4,"g",13168400,538323365.938,"w",2017-08-01,41226.84261
"United Kingdom","South Africa","710813","kg",13168.4,"g",13168400,538323365.938,"w",2017-08-01,41226.84261
"Turkey","South Africa","7108","kg",628.059,"g",628059,26680511,"w",2017-08-01,41226.84261
"Turkey","South Africa","7108","kg",628.059,"g",628059,26680511,"w",2017-08-01,41226.84261
"Turkey","South Africa","7108","kg",628.059,"g",628059,26680511,"w",2017-08-01,41226.84261
"Turkey","South Africa","7108","kg",628.059,"g",628059,26680511,"w",2017-08-01,41226.84261
"Turkey","South Africa","710812","kg",628.059,"g",628059,26680511,"w",2017-08-01,41226.84261
"Turkey","South Africa","710812","kg",628.059,"g",628059,26680511,"w",2017-08-01,41226.84261
"Turkey","South Africa","710812","kg",628.059,"g",628059,26680511,"w",2017-08-01,41226.84261
"Turkey","South Africa","710812","kg",628.059,"g",628059,26680511,"w",2017-08-01,41226.84261
"Turkey","Kenya","7108","kg",15,"g",15000,559350,"w",2017-08-01,41226.84261
"Turkey","Kenya","7108","kg",15,"g",15000,559350,"w",2017-08-01,41226.84261
"Turkey","Kenya","7108","kg",15,"g",15000,559350,"w",2017-08-01,41226.84261
"Turkey","Kenya","7108","kg",15,"g",15000,559350,"w",2017-08-01,41226.84261
"Turkey","Kenya","710812","kg",15,"g",15000,559350,"w",2017-08-01,41226.84261
"Turkey","Kenya","710812","kg",15,"g",15000,559350,"w",2017-08-01,41226.84261
"Turkey","Kenya","710812","kg",15,"g",15000,559350,"w",2017-08-01,41226.84261
"Turkey","Kenya","710812","kg",15,"g",15000,559350,"w",2017-08-01,41226.84261
"Belgium","South Africa","7108","kg",65,"g",64999.6,1938997.713,"w",2017-09-01,42278.1705
"Belgium","South Africa","710813","kg",65,"g",64999.6,1938997.713,"w",2017-09-01,42278.1705
"Canada","South Africa","7108","kg",303.035,"g",303035,12374145.785,"w",2017-09-01,42278.1705
"China","South Africa","7108","kg",13686.619,NA,NA,536405722,"b",2017-09-01,42278.1705
"Canada","South Africa","7108","kg",299.915,"g",299915,12241328.351,"w",2017-09-01,42278.1705
"Canada","South Africa","7108","kg",3.12,"g",3120,132817.434,"w",2017-09-01,42278.1705
"Canada","South Africa","710812","kg",303.035,"g",303035,12374145.785,"w",2017-09-01,42278.1705
"China","South Africa","710812","kg",9788.891,NA,NA,385605684,"b",2017-09-01,42278.1705
"Canada","South Africa","710812","kg",299.915,"g",299915,12241328.351,"w",2017-09-01,42278.1705
"Canada","South Africa","710812","kg",3.12,"g",3120,132817.434,"w",2017-09-01,42278.1705
"China","South Africa","710813","kg",3897.728,NA,NA,150800038,"b",2017-09-01,42278.1705
"Ireland","South Africa","7108","kg",5,"g",5000,109634.754,"w",2017-09-01,42278.1705
"Italy","South Africa","7108","kg",142,"g",141738,6059585.703,"w",2017-09-01,42278.1705
"China, Macao SAR","South Africa","7108","kg",1,"kg",1,41754.084,NA,2017-09-01,42278.1705
"Mauritius","South Africa","7108","kg",17,"kg",17,703401.104,NA,2017-09-01,42278.1705
"China, Macao SAR","South Africa","7108","kg",1,"kg",1,41754.084,NA,2017-09-01,42278.1705
"Italy","South Africa","710812","kg",142,"g",141738,6059585.703,"w",2017-09-01,42278.1705
"Mauritius","South Africa","710812","kg",17,"kg",17,703401.104,NA,2017-09-01,42278.1705
"Ireland","South Africa","710813","kg",5,"g",5000,109634.754,"w",2017-09-01,42278.1705
"China, Macao SAR","South Africa","710813","kg",1,"kg",1,41754.084,NA,2017-09-01,42278.1705
"China, Macao SAR","South Africa","710813","kg",1,"kg",1,41754.084,NA,2017-09-01,42278.1705
"India","South Africa","7108","kg",2700,"kg",2700,115462857.335,"b",2017-09-01,42278.1705
"Singapore","South Africa","7108","kg",85,"kg",85,3601358.146,NA,2017-09-01,42278.1705
"India","South Africa","710812","kg",2700,"kg",2700,115462857.335,"b",2017-09-01,42278.1705
"Singapore","South Africa","710813","kg",85,"kg",85,3601358.146,NA,2017-09-01,42278.1705
"Switzerland","Kenya","7108","kg",17,"kg",17,553852,"w",2017-09-01,42278.1705
"United Arab Emirates","Kenya","7108","kg",135.75,"kg",135.75,4677723.712,NA,2017-09-01,42278.1705
"Switzerland","Kenya","7108","kg",17,"kg",17,553852,"w",2017-09-01,42278.1705
"Switzerland","Kenya","7108","kg",17,"kg",17,553852,"w",2017-09-01,42278.1705
"Switzerland","Kenya","7108","kg",17,"kg",17,553852,"w",2017-09-01,42278.1705
"Switzerland","Kenya","710812","kg",17,"kg",17,553852,"w",2017-09-01,42278.1705
"United Arab Emirates","Kenya","710812","kg",130.35,"kg",130.35,4474782.844,NA,2017-09-01,42278.1705
"Switzerland","Kenya","710812","kg",17,"kg",17,553852,"w",2017-09-01,42278.1705
"Switzerland","Kenya","710812","kg",17,"kg",17,553852,"w",2017-09-01,42278.1705
"Switzerland","Kenya","710812","kg",17,"kg",17,553852,"w",2017-09-01,42278.1705
"United Arab Emirates","Kenya","710813","kg",5.4,"kg",5.4,202940.868,NA,2017-09-01,42278.1705
"Eswatini","South Africa","7108","kg",0.002,NA,NA,84.662,NA,2017-09-01,42278.1705
"Switzerland","South Africa","7108","kg",1592,"kg",1592,57539265,"w",2017-09-01,42278.1705
"Thailand","South Africa","7108","kg",121,"kg",121,5094173.9,NA,2017-09-01,42278.1705
"United Arab Emirates","South Africa","7108","kg",2265.33,"kg",2265.33,67203698.14,NA,2017-09-01,42278.1705
"Switzerland","South Africa","7108","kg",1592,"kg",1592,57539265,"w",2017-09-01,42278.1705
"Thailand","South Africa","7108","kg",84,"kg",84,3545111.67,NA,2017-09-01,42278.1705
"Eswatini","South Africa","7108","kg",0.002,NA,NA,84.662,NA,2017-09-01,42278.1705
"Thailand","South Africa","7108","kg",37,"kg",37,1549062.23,NA,2017-09-01,42278.1705
"Switzerland","South Africa","7108","kg",1592,"kg",1592,57539265,"w",2017-09-01,42278.1705
"Switzerland","South Africa","7108","kg",1592,"kg",1592,57539265,"w",2017-09-01,42278.1705
"United Arab Emirates","South Africa","710811","kg",0.24,"kg",0.24,5916.616,NA,2017-09-01,42278.1705
"Eswatini","South Africa","710812","kg",0.002,NA,NA,84.662,NA,2017-09-01,42278.1705
"Switzerland","South Africa","710812","kg",1592,"kg",1592,57539265,"w",2017-09-01,42278.1705
"Thailand","South Africa","710812","kg",121,"kg",121,5094173.9,NA,2017-09-01,42278.1705
"United Arab Emirates","South Africa","710812","kg",2264.43,"kg",2264.43,67170599.639,NA,2017-09-01,42278.1705
"Switzerland","South Africa","710812","kg",1592,"kg",1592,57539265,"w",2017-09-01,42278.1705
"Thailand","South Africa","710812","kg",84,"kg",84,3545111.67,NA,2017-09-01,42278.1705
"Eswatini","South Africa","710812","kg",0.002,NA,NA,84.662,NA,2017-09-01,42278.1705
"Thailand","South Africa","710812","kg",37,"kg",37,1549062.23,NA,2017-09-01,42278.1705
"Switzerland","South Africa","710812","kg",1592,"kg",1592,57539265,"w",2017-09-01,42278.1705
"Switzerland","South Africa","710812","kg",1592,"kg",1592,57539265,"w",2017-09-01,42278.1705
"United Arab Emirates","South Africa","710813","kg",0.66,"kg",0.66,27181.885,NA,2017-09-01,42278.1705
"United Kingdom","South Africa","7108","kg",12642.4,"g",12642400,560129189.376,"w",2017-09-01,42278.1705
"United Kingdom","South Africa","7108","kg",12642.4,"g",12642400,560129189.376,"w",2017-09-01,42278.1705
"United Kingdom","South Africa","710813","kg",12642.4,"g",12642400,560129189.376,"w",2017-09-01,42278.1705
"United Kingdom","South Africa","710813","kg",12642.4,"g",12642400,560129189.376,"w",2017-09-01,42278.1705
"Canada","South Africa","7108","kg",299.915,"g",299915,12241328.351,"w",2017-09-01,42278.1705
"Canada","South Africa","7108","kg",299.915,"g",299915,12241328.351,"w",2017-09-01,42278.1705
"Canada","South Africa","710812","kg",299.915,"g",299915,12241328.351,"w",2017-09-01,42278.1705
"Canada","South Africa","710812","kg",299.915,"g",299915,12241328.351,"w",2017-09-01,42278.1705
"China, Hong Kong SAR","South Africa","7108",NA,NA,NA,NA,22362400.733,"b",2017-09-01,42278.1705
"China, Hong Kong SAR","South Africa","710812",NA,NA,NA,NA,22362400.733,"b",2017-09-01,42278.1705
"United Kingdom","South Africa","7108","kg",12642.4,"g",12642400,560129189.376,"w",2017-09-01,42278.1705
"United Kingdom","South Africa","7108","kg",12642.4,"g",12642400,560129189.376,"w",2017-09-01,42278.1705
"United Kingdom","South Africa","710813","kg",12642.4,"g",12642400,560129189.376,"w",2017-09-01,42278.1705
"United Kingdom","South Africa","710813","kg",12642.4,"g",12642400,560129189.376,"w",2017-09-01,42278.1705
"Canada","South Africa","7108","kg",3.12,"g",3120,132817.434,"w",2017-09-01,42278.1705
"Canada","South Africa","7108","kg",3.12,"g",3120,132817.434,"w",2017-09-01,42278.1705
"Canada","South Africa","710812","kg",3.12,"g",3120,132817.434,"w",2017-09-01,42278.1705
"Canada","South Africa","710812","kg",3.12,"g",3120,132817.434,"w",2017-09-01,42278.1705
"Belgium","South Africa","7108","kg",5.184,"g",5183.9,217379.683,"w",2017-10-01,41136.82065
"Belgium","South Africa","710813","kg",5.184,"g",5183.9,217379.683,"w",2017-10-01,41136.82065
"Canada","South Africa","7108","kg",189.438,"g",189438,7622743.931,"w",2017-10-01,41136.82065
"China","South Africa","7108","kg",15658.735,NA,NA,613787840,"b",2017-10-01,41136.82065
"Czechia","South Africa","7108","kg",0.05,"g",50,2131,"w",2017-10-01,41136.82065
"Canada","South Africa","7108","kg",189.438,"g",189438,7622743.931,"w",2017-10-01,41136.82065
"Czechia","South Africa","7108","kg",0.05,"g",50,2131,"w",2017-10-01,41136.82065
"Canada","South Africa","710812","kg",189.41,"g",189410,7621381.732,"w",2017-10-01,41136.82065
"China","South Africa","710812","kg",11328.802,NA,NA,446266126,"b",2017-10-01,41136.82065
"Canada","South Africa","710812","kg",189.41,"g",189410,7621381.732,"w",2017-10-01,41136.82065
"Canada","South Africa","710813","kg",0.028,"g",28,1362.199,"w",2017-10-01,41136.82065
"China","South Africa","710813","kg",4329.933,NA,NA,167521714,"b",2017-10-01,41136.82065
"Czechia","South Africa","710813","kg",0.05,"g",50,2131,"w",2017-10-01,41136.82065
"Canada","South Africa","710813","kg",0.028,"g",28,1362.199,"w",2017-10-01,41136.82065
"Czechia","South Africa","710813","kg",0.05,"g",50,2131,"w",2017-10-01,41136.82065
"China, Hong Kong SAR","South Africa","7108","kg",1017,"kg",1017,41568977.173,"b",2017-10-01,41136.82065
"China, Hong Kong SAR","South Africa","7108","kg",1017,"kg",1017,41568977.173,"b",2017-10-01,41136.82065
"China, Hong Kong SAR","South Africa","710812","kg",1017,"kg",1017,41568977.173,"b",2017-10-01,41136.82065
"China, Hong Kong SAR","South Africa","710812","kg",1017,"kg",1017,41568977.173,"b",2017-10-01,41136.82065
"Italy","South Africa","7108","kg",309,"g",309080,11042238.046,"w",2017-10-01,41136.82065
"Italy","South Africa","710812","kg",309,"g",309080,11042238.046,"w",2017-10-01,41136.82065
"India","South Africa","7108","kg",3025,"kg",3025,125735632.558,"b",2017-10-01,41136.82065
"Singapore","South Africa","7108","kg",92,"kg",92,3758593.703,NA,2017-10-01,41136.82065
"India","South Africa","710812","kg",3025,"kg",3025,125735632.558,"b",2017-10-01,41136.82065
"Singapore","South Africa","710813","kg",92,"kg",92,3758593.703,NA,2017-10-01,41136.82065
"Switzerland","Kenya","7108","kg",14,"kg",14,460189.749,"w",2017-10-01,41136.82065
"United Arab Emirates","Kenya","7108","kg",223.08,"kg",223.08,7026616.867,NA,2017-10-01,41136.82065
"Switzerland","Kenya","7108","kg",14,"kg",14,460189.749,"w",2017-10-01,41136.82065
"Switzerland","Kenya","7108","kg",14,"kg",14,460189.749,"w",2017-10-01,41136.82065
"Switzerland","Kenya","7108","kg",14,"kg",14,460189.749,"w",2017-10-01,41136.82065
"Switzerland","Kenya","710812","kg",14,"kg",14,460189.749,"w",2017-10-01,41136.82065
"United Arab Emirates","Kenya","710812","kg",219.08,"kg",219.08,6895792.943,NA,2017-10-01,41136.82065
"Switzerland","Kenya","710812","kg",14,"kg",14,460189.749,"w",2017-10-01,41136.82065
"Switzerland","Kenya","710812","kg",14,"kg",14,460189.749,"w",2017-10-01,41136.82065
"Switzerland","Kenya","710812","kg",14,"kg",14,460189.749,"w",2017-10-01,41136.82065
"United Arab Emirates","Kenya","710813","kg",4,"kg",4,130823.925,NA,2017-10-01,41136.82065
"Switzerland","South Africa","7108","kg",2353,"kg",2353,84211431.688,"w",2017-10-01,41136.82065
"Thailand","South Africa","7108","kg",575,"kg",575,24154497.48,NA,2017-10-01,41136.82065
"United Arab Emirates","South Africa","7108","kg",5209.82,"kg",5209.82,155951122.879,NA,2017-10-01,41136.82065
"Switzerland","South Africa","7108","kg",2353,"kg",2353,84211431.688,"w",2017-10-01,41136.82065
"Thailand","South Africa","7108","kg",562,"kg",562,23609229.97,NA,2017-10-01,41136.82065
"Thailand","South Africa","7108","kg",13,"kg",13,545267.51,NA,2017-10-01,41136.82065
"Switzerland","South Africa","7108","kg",2353,"kg",2353,84211431.688,"w",2017-10-01,41136.82065
"Switzerland","South Africa","7108","kg",2353,"kg",2353,84211431.688,"w",2017-10-01,41136.82065
"United Arab Emirates","South Africa","710811","kg",0.2,"kg",0.2,4703.601,NA,2017-10-01,41136.82065
"Switzerland","South Africa","710812","kg",2353,"kg",2353,84211431.688,"w",2017-10-01,41136.82065
"Thailand","South Africa","710812","kg",575,"kg",575,24154497.48,NA,2017-10-01,41136.82065
"United Arab Emirates","South Africa","710812","kg",5206.82,"kg",5206.82,155841756.418,NA,2017-10-01,41136.82065
"Switzerland","South Africa","710812","kg",2353,"kg",2353,84211431.688,"w",2017-10-01,41136.82065
"Thailand","South Africa","710812","kg",562,"kg",562,23609229.97,NA,2017-10-01,41136.82065
"Thailand","South Africa","710812","kg",13,"kg",13,545267.51,NA,2017-10-01,41136.82065
"Switzerland","South Africa","710812","kg",2353,"kg",2353,84211431.688,"w",2017-10-01,41136.82065
"Switzerland","South Africa","710812","kg",2353,"kg",2353,84211431.688,"w",2017-10-01,41136.82065
"United Arab Emirates","South Africa","710813","kg",2.8,"kg",2.8,104662.859,NA,2017-10-01,41136.82065
"Turkey","Kenya","7108","kg",4,"g",4000,149160,"w",2017-10-01,41136.82065
"Turkey","Kenya","7108","kg",4,"g",4000,149160,"w",2017-10-01,41136.82065
"Turkey","Kenya","7108","kg",4,"g",4000,149160,"w",2017-10-01,41136.82065
"Turkey","Kenya","7108","kg",4,"g",4000,149160,"w",2017-10-01,41136.82065
"Turkey","Kenya","710812","kg",4,"g",4000,149160,"w",2017-10-01,41136.82065
"Turkey","Kenya","710812","kg",4,"g",4000,149160,"w",2017-10-01,41136.82065
"Turkey","Kenya","710812","kg",4,"g",4000,149160,"w",2017-10-01,41136.82065
"Turkey","Kenya","710812","kg",4,"g",4000,149160,"w",2017-10-01,41136.82065
"United Kingdom","South Africa","7108","kg",17344.5,"g",17344500,694422084.104,"w",2017-10-01,41136.82065
"USA","South Africa","7108","kg",11.197,"g",11197,435685,"w",2017-10-01,41136.82065
"United Kingdom","South Africa","7108","kg",17344.5,"g",17344500,694422084.104,"w",2017-10-01,41136.82065
"USA","South Africa","710812","kg",11.197,"g",11197,435685,"w",2017-10-01,41136.82065
"United Kingdom","South Africa","710813","kg",17344.5,"g",17344500,694422084.104,"w",2017-10-01,41136.82065
"United Kingdom","South Africa","710813","kg",17344.5,"g",17344500,694422084.104,"w",2017-10-01,41136.82065
"Canada","South Africa","7108","kg",189.41,"g",189410,7621381.732,"w",2017-10-01,41136.82065
"Canada","South Africa","7108","kg",189.41,"g",189410,7621381.732,"w",2017-10-01,41136.82065
"Canada","South Africa","710812","kg",189.41,"g",189410,7621381.732,"w",2017-10-01,41136.82065
"Canada","South Africa","710812","kg",189.41,"g",189410,7621381.732,"w",2017-10-01,41136.82065
"United Kingdom","South Africa","7108","kg",17344.5,"g",17344500,694422084.104,"w",2017-10-01,41136.82065
"United Kingdom","South Africa","7108","kg",17344.5,"g",17344500,694422084.104,"w",2017-10-01,41136.82065
"United Kingdom","South Africa","710813","kg",17344.5,"g",17344500,694422084.104,"w",2017-10-01,41136.82065
"United Kingdom","South Africa","710813","kg",17344.5,"g",17344500,694422084.104,"w",2017-10-01,41136.82065
"Canada","South Africa","7108","kg",0.028,"g",28,1362.199,"w",2017-10-01,41136.82065
"Canada","South Africa","7108","kg",0.028,"g",28,1362.199,"w",2017-10-01,41136.82065
"Canada","South Africa","710813","kg",0.028,"g",28,1362.199,"w",2017-10-01,41136.82065
"Canada","South Africa","710813","kg",0.028,"g",28,1362.199,"w",2017-10-01,41136.82065
"Turkey","Kenya","7108","kg",4,"g",4000,149160,"w",2017-10-01,41136.82065
"Turkey","Kenya","7108","kg",4,"g",4000,149160,"w",2017-10-01,41136.82065
"Turkey","Kenya","7108","kg",4,"g",4000,149160,"w",2017-10-01,41136.82065
"Turkey","Kenya","7108","kg",4,"g",4000,149160,"w",2017-10-01,41136.82065
"Turkey","Kenya","710812","kg",4,"g",4000,149160,"w",2017-10-01,41136.82065
"Turkey","Kenya","710812","kg",4,"g",4000,149160,"w",2017-10-01,41136.82065
"Turkey","Kenya","710812","kg",4,"g",4000,149160,"w",2017-10-01,41136.82065
"Turkey","Kenya","710812","kg",4,"g",4000,149160,"w",2017-10-01,41136.82065
"Australia","South Africa","7108","kg",4.713,NA,NA,178551.956,"w",2017-11-01,41226.84261
"Belgium","South Africa","7108","kg",4.057,"g",4056.9,165759.998,"w",2017-11-01,41226.84261
"Australia","South Africa","7108","kg",4.713,NA,NA,178551.956,"w",2017-11-01,41226.84261
"Australia","South Africa","710812","kg",4.713,NA,NA,178551.956,"w",2017-11-01,41226.84261
"Australia","South Africa","710812","kg",4.713,NA,NA,178551.956,"w",2017-11-01,41226.84261
"Belgium","South Africa","710813","kg",4.057,"g",4056.9,165759.998,"w",2017-11-01,41226.84261
"Canada","South Africa","7108","kg",218.582,"g",218582,8634190.744,"w",2017-11-01,41226.84261
"China","South Africa","7108","kg",17367.73,NA,NA,680069201,"b",2017-11-01,41226.84261
"Canada","South Africa","7108","kg",218.582,"g",218582,8634190.744,"w",2017-11-01,41226.84261
"Canada","South Africa","710812","kg",218.538,"g",218538,8632389.555,"w",2017-11-01,41226.84261
"China","South Africa","710812","kg",11558.817,NA,NA,455326923,"b",2017-11-01,41226.84261
"Canada","South Africa","710812","kg",218.538,"g",218538,8632389.555,"w",2017-11-01,41226.84261
"Canada","South Africa","710813","kg",0.044,"g",44,1801.189,"w",2017-11-01,41226.84261
"China","South Africa","710813","kg",5808.912,NA,NA,224742278,"b",2017-11-01,41226.84261
"Canada","South Africa","710813","kg",0.044,"g",44,1801.189,"w",2017-11-01,41226.84261
"Germany","South Africa","7108","kg",18,"g",18110,746548.538,"w",2017-11-01,41226.84261
"China, Hong Kong SAR","South Africa","7108","kg",2062,"kg",2062,83222589.508,"b",2017-11-01,41226.84261
"Germany","South Africa","7108","kg",18,"g",18110,746548.538,"w",2017-11-01,41226.84261
"China, Hong Kong SAR","South Africa","7108","kg",2062,"kg",2062,83222589.508,"b",2017-11-01,41226.84261
"Germany","South Africa","7108","kg",18,"g",18110,746548.538,"w",2017-11-01,41226.84261
"Germany","South Africa","7108","kg",18,"g",18110,746548.538,"w",2017-11-01,41226.84261
"Germany","South Africa","710812","kg",18,"g",18110,746548.538,"w",2017-11-01,41226.84261
"China, Hong Kong SAR","South Africa","710812","kg",2062,"kg",2062,83222589.508,"b",2017-11-01,41226.84261
"Germany","South Africa","710812","kg",18,"g",18110,746548.538,"w",2017-11-01,41226.84261
"China, Hong Kong SAR","South Africa","710812","kg",2062,"kg",2062,83222589.508,"b",2017-11-01,41226.84261
"Germany","South Africa","710812","kg",18,"g",18110,746548.538,"w",2017-11-01,41226.84261
"Germany","South Africa","710812","kg",18,"g",18110,746548.538,"w",2017-11-01,41226.84261
"Italy","South Africa","7108","kg",372,"g",371824,12109248.377,"w",2017-11-01,41226.84261
"China, Macao SAR","South Africa","7108","kg",1,"kg",1,41561.495,NA,2017-11-01,41226.84261
"China, Macao SAR","South Africa","7108","kg",1,"kg",1,41561.495,NA,2017-11-01,41226.84261
"Italy","South Africa","710812","kg",372,"g",371824,12109248.377,"w",2017-11-01,41226.84261
"China, Macao SAR","South Africa","710813","kg",1,"kg",1,41561.495,NA,2017-11-01,41226.84261
"China, Macao SAR","South Africa","710813","kg",1,"kg",1,41561.495,NA,2017-11-01,41226.84261
"India","South Africa","7108","kg",4525,"kg",4525,187092347.237,"b",2017-11-01,41226.84261
"Singapore","South Africa","7108","kg",517,"kg",517,21508681.623,NA,2017-11-01,41226.84261
"India","South Africa","710812","kg",4525,"kg",4525,187092347.237,"b",2017-11-01,41226.84261
"Singapore","South Africa","710813","kg",517,"kg",517,21508681.623,NA,2017-11-01,41226.84261
"Switzerland","Kenya","7108","kg",18,"kg",18,565154.672,"w",2017-11-01,41226.84261
"United Arab Emirates","Kenya","7108","kg",161.12,"kg",161.12,5021278.493,NA,2017-11-01,41226.84261
"Switzerland","Kenya","7108","kg",18,"kg",18,565154.672,"w",2017-11-01,41226.84261
"Switzerland","Kenya","7108","kg",18,"kg",18,565154.672,"w",2017-11-01,41226.84261
"Switzerland","Kenya","7108","kg",18,"kg",18,565154.672,"w",2017-11-01,41226.84261
"Switzerland","Kenya","710812","kg",18,"kg",18,565154.672,"w",2017-11-01,41226.84261
"United Arab Emirates","Kenya","710812","kg",161.12,"kg",161.12,5021278.493,NA,2017-11-01,41226.84261
"Switzerland","Kenya","710812","kg",18,"kg",18,565154.672,"w",2017-11-01,41226.84261
"Switzerland","Kenya","710812","kg",18,"kg",18,565154.672,"w",2017-11-01,41226.84261
"Switzerland","Kenya","710812","kg",18,"kg",18,565154.672,"w",2017-11-01,41226.84261
"Switzerland","South Africa","7108","kg",3423,"kg",3423,121757251.272,"w",2017-11-01,41226.84261
"Thailand","South Africa","7108","kg",2,"kg",2,83070.42,NA,2017-11-01,41226.84261
"United Arab Emirates","South Africa","7108","kg",1342.76,"kg",1342.76,45781030.013,NA,2017-11-01,41226.84261
"Switzerland","South Africa","7108","kg",3423,"kg",3423,121757251.272,"w",2017-11-01,41226.84261
"Thailand","South Africa","7108","kg",2,"kg",2,83070.42,NA,2017-11-01,41226.84261
"Switzerland","South Africa","7108","kg",3423,"kg",3423,121757251.272,"w",2017-11-01,41226.84261
"Switzerland","South Africa","7108","kg",3423,"kg",3423,121757251.272,"w",2017-11-01,41226.84261
"Switzerland","South Africa","710812","kg",3423,"kg",3423,121757251.272,"w",2017-11-01,41226.84261
"Thailand","South Africa","710812","kg",2,"kg",2,83070.42,NA,2017-11-01,41226.84261
"United Arab Emirates","South Africa","710812","kg",1338.66,"kg",1338.66,45626758.553,NA,2017-11-01,41226.84261
"Switzerland","South Africa","710812","kg",3423,"kg",3423,121757251.272,"w",2017-11-01,41226.84261
"Thailand","South Africa","710812","kg",2,"kg",2,83070.42,NA,2017-11-01,41226.84261
"Switzerland","South Africa","710812","kg",3423,"kg",3423,121757251.272,"w",2017-11-01,41226.84261
"Switzerland","South Africa","710812","kg",3423,"kg",3423,121757251.272,"w",2017-11-01,41226.84261
"United Arab Emirates","South Africa","710813","kg",4.1,"kg",4.1,154271.46,NA,2017-11-01,41226.84261
"Turkey","Kenya","7108","kg",18.123,"g",18123,698340,"w",2017-11-01,41226.84261
"Turkey","Kenya","7108","kg",18.123,"g",18123,698340,"w",2017-11-01,41226.84261
"Turkey","Kenya","7108","kg",18.123,"g",18123,698340,"w",2017-11-01,41226.84261
"Turkey","Kenya","7108","kg",18.123,"g",18123,698340,"w",2017-11-01,41226.84261
"Turkey","Kenya","710812","kg",18.123,"g",18123,698340,"w",2017-11-01,41226.84261
"Turkey","Kenya","710812","kg",18.123,"g",18123,698340,"w",2017-11-01,41226.84261
"Turkey","Kenya","710812","kg",18.123,"g",18123,698340,"w",2017-11-01,41226.84261
"Turkey","Kenya","710812","kg",18.123,"g",18123,698340,"w",2017-11-01,41226.84261
"Turkey","South Africa","7108","kg",13.785,"g",13785,631670,"w",2017-11-01,41226.84261
"United Kingdom","South Africa","7108","kg",8477.16,"g",8477160,349474794,"w",2017-11-01,41226.84261
"USA","South Africa","7108","kg",0.911,"g",911,41095,"w",2017-11-01,41226.84261
"Zambia","South Africa","7108","kg",0.001,"g",1,6287.958,NA,2017-11-01,41226.84261
"Turkey","South Africa","7108","kg",13.785,"g",13785,631670,"w",2017-11-01,41226.84261
"United Kingdom","South Africa","7108","kg",8477.16,"g",8477160,349474794,"w",2017-11-01,41226.84261
"Zambia","South Africa","7108","kg",0.001,"g",1,6287.958,NA,2017-11-01,41226.84261
"Turkey","South Africa","7108","kg",13.785,"g",13785,631670,"w",2017-11-01,41226.84261
"Zambia","South Africa","7108","kg",0.001,"g",1,6287.958,NA,2017-11-01,41226.84261
"Turkey","South Africa","7108","kg",13.785,"g",13785,631670,"w",2017-11-01,41226.84261
"Zambia","South Africa","7108","kg",0.001,"g",1,6287.958,NA,2017-11-01,41226.84261
"Zambia","South Africa","710811","kg",0.001,"g",1,6287.958,NA,2017-11-01,41226.84261
"Zambia","South Africa","710811","kg",0.001,"g",1,6287.958,NA,2017-11-01,41226.84261
"Zambia","South Africa","710811","kg",0.001,"g",1,6287.958,NA,2017-11-01,41226.84261
"Zambia","South Africa","710811","kg",0.001,"g",1,6287.958,NA,2017-11-01,41226.84261
"Turkey","South Africa","710812","kg",13.785,"g",13785,631670,"w",2017-11-01,41226.84261
"Turkey","South Africa","710812","kg",13.785,"g",13785,631670,"w",2017-11-01,41226.84261
"Turkey","South Africa","710812","kg",13.785,"g",13785,631670,"w",2017-11-01,41226.84261
"Turkey","South Africa","710812","kg",13.785,"g",13785,631670,"w",2017-11-01,41226.84261
"United Kingdom","South Africa","710813","kg",8477.16,"g",8477160,349474794,"w",2017-11-01,41226.84261
"USA","South Africa","710813","kg",0.911,"g",911,41095,"w",2017-11-01,41226.84261
"United Kingdom","South Africa","710813","kg",8477.16,"g",8477160,349474794,"w",2017-11-01,41226.84261
"Canada","South Africa","7108","kg",218.582,"g",218582,8634190.744,"w",2017-11-01,41226.84261
"Canada","South Africa","7108","kg",218.582,"g",218582,8634190.744,"w",2017-11-01,41226.84261
"Canada","South Africa","710812","kg",218.538,"g",218538,8632389.555,"w",2017-11-01,41226.84261
"Canada","South Africa","710812","kg",218.538,"g",218538,8632389.555,"w",2017-11-01,41226.84261
