"partnerDesc","reporterDesc","cmdCode","qtyUnitAbbr","qty","altQtyUnitAbbr","altQty","primaryValue","bricsflag","date","gold_price"
"United Kingdom","South Africa","7108","kg",8545.31,"g",8545310,403785647.482,"w",2019-11-01,47261.529
"Turkey","South Africa","710812","kg",503.837,"g",503837,23793528,"w",2019-11-01,47261.529
"United Kingdom","South Africa","710813","kg",8545.31,"g",8545310,403785647.482,"w",2019-11-01,47261.529
"Belgium","South Africa","7108","kg",244.372,"g",244372,9752239.803,"w",2019-12-01,47454.4332
"Belgium","South Africa","710813","kg",244.372,"g",244372,9752239.803,"w",2019-12-01,47454.4332
"Canada","South Africa","7108","kg",125.95,"g",125950,5733876.678,"w",2019-12-01,47454.4332
"China","South Africa","7108","kg",10240.43,"g",10240430,496571050,"b",2019-12-01,47454.4332
"Canada","South Africa","710812","kg",125.95,"g",125950,5733876.678,"w",2019-12-01,47454.4332
"China","South Africa","710812","kg",7233.03,"g",7233030,342997689,"b",2019-12-01,47454.4332
"China","South Africa","710813","kg",3007.4,"g",3007400,153573361,"b",2019-12-01,47454.4332
"Germany","South Africa","7108","kg",200,"g",200000,9531210.342,"w",2019-12-01,47454.4332
"Germany","South Africa","710812","kg",200,"g",200000,9531210.342,"w",2019-12-01,47454.4332
"Rep. of Korea","Kenya","7108","kg",2,"kg",2,92856,"w",2019-12-01,47454.4332
"Rep. of Korea","Kenya","710812","kg",2,"kg",2,92856,"w",2019-12-01,47454.4332
"Ireland","South Africa","7108","kg",0.075,"g",75,111533.473,"w",2019-12-01,47454.4332
"Italy","South Africa","7108","kg",1050.4,NA,NA,35442873.599,"w",2019-12-01,47454.4332
"Mauritius","South Africa","7108","kg",10,"kg",10,486718.714,NA,2019-12-01,47454.4332
"Italy","South Africa","710812","kg",128.4,"g",128400,4346603.656,"w",2019-12-01,47454.4332
"Mauritius","South Africa","710812","kg",10,"kg",10,486718.714,NA,2019-12-01,47454.4332
"Ireland","South Africa","710813","kg",0.075,"g",75,111533.473,"w",2019-12-01,47454.4332
"Italy","South Africa","710813","kg",922,"kg",922,31096269.943,"w",2019-12-01,47454.4332
"Rwanda","South Africa","7108","kg",300,"kg",300,13518033.55,NA,2019-12-01,47454.4332
"Rwanda","South Africa","710812","kg",300,"kg",300,13518033.55,NA,2019-12-01,47454.4332
"India","South Africa","7108","kg",2100,"kg",2100,100185481.302,"b",2019-12-01,47454.4332
"Singapore","South Africa","7108","kg",57,"kg",57,2708623.014,NA,2019-12-01,47454.4332
"India","South Africa","710812","kg",2100,"kg",2100,100185481.302,"b",2019-12-01,47454.4332
"Singapore","South Africa","710813","kg",57,"kg",57,2708623.014,NA,2019-12-01,47454.4332
"Switzerland","Kenya","7108","kg",3,"kg",3,126436.536,"w",2019-12-01,47454.4332
"United Arab Emirates","Kenya","7108","kg",372.76,"kg",372.76,15045078.427,NA,2019-12-01,47454.4332
"Switzerland","Kenya","710812","kg",3,"kg",3,126436.536,"w",2019-12-01,47454.4332
"United Arab Emirates","Kenya","710812","kg",372.76,"kg",372.76,15045078.427,NA,2019-12-01,47454.4332
"Switzerland","South Africa","7108","kg",2250,"kg",2250,81707645.176,"w",2019-12-01,47454.4332
"Thailand","South Africa","7108","kg",37,NA,NA,1758746.922,NA,2019-12-01,47454.4332
"United Arab Emirates","South Africa","7108","kg",1583.03,"kg",1583.03,56741313.056,NA,2019-12-01,47454.4332
"Thailand","South Africa","710811",NA,NA,"kg",1,3.16,NA,2019-12-01,47454.4332
"Switzerland","South Africa","710812","kg",2250,"kg",2250,81707645.176,"w",2019-12-01,47454.4332
"Thailand","South Africa","710812","kg",37,"kg",37,1758743.762,NA,2019-12-01,47454.4332
"United Arab Emirates","South Africa","710812","kg",1583.03,"kg",1583.03,56741313.056,NA,2019-12-01,47454.4332
"United Kingdom","South Africa","7108","kg",4272.1,"g",4272100,204483182.78,"w",2019-12-01,47454.4332
"United Kingdom","South Africa","710813","kg",4272.1,"g",4272100,204483182.78,"w",2019-12-01,47454.4332
"Belgium","South Africa","7108","kg",226.5,"kg",226.5,9563836.813,"w",2020-01-01,50177.59749
"Belgium","South Africa","710813","kg",226.5,"kg",226.5,9563836.813,"w",2020-01-01,50177.59749
"Canada","South Africa","7108","kg",126.072,"g",126072,5424060.212,"w",2020-01-01,50177.59749
"China","South Africa","7108","kg",7049.539,"g",7049539,350204239,"b",2020-01-01,50177.59749
"Canada","South Africa","710812","kg",126.072,"g",126072,5424060.212,"w",2020-01-01,50177.59749
"China","South Africa","710812","kg",6184.18,"g",6184180,307085046,"b",2020-01-01,50177.59749
"China","South Africa","710813","kg",865.359,"g",865359,43119193,"b",2020-01-01,50177.59749
"France","South Africa","7108","kg",1,"g",1000,26659.735,"w",2020-01-01,50177.59749
"France","South Africa","710812","kg",1,"g",1000,26659.735,"w",2020-01-01,50177.59749
"Germany","South Africa","7108","kg",30,"g",30000,1492264.686,"w",2020-01-01,50177.59749
"China, Hong Kong SAR","South Africa","7108","kg",5114,"kg",5114,256270640.555,"b",2020-01-01,50177.59749
"Germany","South Africa","710812","kg",30,"g",30000,1492264.686,"w",2020-01-01,50177.59749
"China, Hong Kong SAR","South Africa","710812","kg",5114,"kg",5114,256270640.555,"b",2020-01-01,50177.59749
"Italy","South Africa","7108","kg",1924.405,NA,NA,72382156.303,"w",2020-01-01,50177.59749
"Italy","South Africa","710812","kg",159.405,"g",159405,6602780.517,"w",2020-01-01,50177.59749
"Italy","South Africa","710813","kg",1765,"kg",1765,65779375.786,"w",2020-01-01,50177.59749
"Rwanda","South Africa","7108","kg",215.27,"kg",215.27,10161400,NA,2020-01-01,50177.59749
"Rwanda","South Africa","710812","kg",215.27,"kg",215.27,10161400,NA,2020-01-01,50177.59749
"India","South Africa","7108","kg",825,"kg",825,40924462.428,"b",2020-01-01,50177.59749
"Singapore","South Africa","7108","kg",23,"kg",23,1148487.747,NA,2020-01-01,50177.59749
"India","South Africa","710812","kg",825,"kg",825,40924462.428,"b",2020-01-01,50177.59749
"Singapore","South Africa","710813","kg",23,"kg",23,1148487.747,NA,2020-01-01,50177.59749
"Switzerland","South Africa","7108","kg",2018,"kg",2018,74762813.425,"w",2020-01-01,50177.59749
"Thailand","South Africa","7108","kg",8,"kg",8,394644.036,NA,2020-01-01,50177.59749
"Switzerland","South Africa","710812","kg",2018,"kg",2018,74762813.425,"w",2020-01-01,50177.59749
"Thailand","South Africa","710812","kg",8,"kg",8,394644.036,NA,2020-01-01,50177.59749
"Uganda","Kenya","7108","kg",516,"kg",516,23915654,NA,2020-01-01,50177.59749
"Uganda","Kenya","710813","kg",516,"kg",516,23915654,NA,2020-01-01,50177.59749
"Uganda","South Africa","7108","kg",114,"kg",114,5701192,NA,2020-01-01,50177.59749
"United Kingdom","South Africa","7108","kg",10286.9,"g",10286900,514885566.083,"w",2020-01-01,50177.59749
"USA","South Africa","7108","kg",1,"g",1000,49889,"w",2020-01-01,50177.59749
"USA","South Africa","710812","kg",1,"g",1000,49889,"w",2020-01-01,50177.59749
"Uganda","South Africa","710813","kg",114,"kg",114,5701192,NA,2020-01-01,50177.59749
"United Kingdom","South Africa","710813","kg",10286.9,"g",10286900,514885566.083,"w",2020-01-01,50177.59749
"Belgium","South Africa","7108","kg",195.69,"kg",195.69,9595003.822,"w",2020-02-01,51347.88297
"Belgium","South Africa","710813","kg",195.69,"kg",195.69,9595003.822,"w",2020-02-01,51347.88297
"Canada","South Africa","7108","kg",509.2,"g",509200,25244839.45,"w",2020-02-01,51347.88297
"China","South Africa","7108","kg",2398.049,"g",2398049,120869468,"b",2020-02-01,51347.88297
"Canada","South Africa","710812","kg",509.2,"g",509200,25244839.45,"w",2020-02-01,51347.88297
"China","South Africa","710812","kg",2251.73,"g",2251730,114432457,"b",2020-02-01,51347.88297
"China","South Africa","710813","kg",146.319,"g",146319,6437011,"b",2020-02-01,51347.88297
"Germany","South Africa","7108","kg",26.331,"g",26331,1299820.384,"w",2020-02-01,51347.88297
"Germany","South Africa","710812","kg",26.331,"g",26331,1299820.384,"w",2020-02-01,51347.88297
"Ireland","South Africa","7108","kg",1,"g",1000,55215.287,"w",2020-02-01,51347.88297
"Italy","South Africa","7108","kg",1530.6,NA,NA,57934176.715,"w",2020-02-01,51347.88297
"Mauritius","South Africa","7108","kg",3,"kg",3,148076.782,NA,2020-02-01,51347.88297
"Italy","South Africa","710812","kg",188.6,"g",188600,7081100.682,"w",2020-02-01,51347.88297
"Mauritius","South Africa","710812","kg",3,"kg",3,148076.782,NA,2020-02-01,51347.88297
"Ireland","South Africa","710813","kg",1,"g",1000,55215.287,"w",2020-02-01,51347.88297
"Italy","South Africa","710813","kg",1342,"kg",1342,50853076.034,"w",2020-02-01,51347.88297
"Rwanda","Kenya","7108","kg",243,"kg",243,11927149.26,NA,2020-02-01,51347.88297
"Rwanda","Kenya","710812","kg",243,"kg",243,11927149.26,NA,2020-02-01,51347.88297
"Poland","South Africa","7108","kg",9.61,"g",9610,494485,"w",2020-02-01,51347.88297
"Rwanda","South Africa","7108","kg",139,"kg",139,6383849.88,NA,2020-02-01,51347.88297
"Rwanda","South Africa","710812","kg",139,"kg",139,6383849.88,NA,2020-02-01,51347.88297
"Poland","South Africa","710813","kg",9.61,"g",9610,494485,"w",2020-02-01,51347.88297
"India","South Africa","7108","kg",2625,"kg",2625,134594715.426,"b",2020-02-01,51347.88297
"Singapore","South Africa","7108","kg",7,"kg",7,369882.726,NA,2020-02-01,51347.88297
"India","South Africa","710812","kg",2625,"kg",2625,134594715.426,"b",2020-02-01,51347.88297
"Singapore","South Africa","710813","kg",7,"kg",7,369882.726,NA,2020-02-01,51347.88297
"Thailand","Kenya","7108",NA,NA,NA,NA,11.412,NA,2020-02-01,51347.88297
"Thailand","Kenya","710811",NA,NA,"kg",1,11.412,NA,2020-02-01,51347.88297
"Switzerland","South Africa","7108","kg",2619,"kg",2619,94204436.4,"w",2020-02-01,51347.88297
"Thailand","South Africa","7108","kg",10,"kg",10,502456.56,NA,2020-02-01,51347.88297
"Switzerland","South Africa","710812","kg",2619,"kg",2619,94204436.4,"w",2020-02-01,51347.88297
"Thailand","South Africa","710812","kg",10,"kg",10,502456.56,NA,2020-02-01,51347.88297
"Uganda","Kenya","7108","kg",501,"kg",501,22655840,NA,2020-02-01,51347.88297
"Uganda","Kenya","710813","kg",501,"kg",501,22655840,NA,2020-02-01,51347.88297
"United Kingdom","South Africa","7108","kg",3512.59,"g",3512590,175514279.152,"w",2020-02-01,51347.88297
"USA","South Africa","7108","kg",813.99,"g",813990,41715726,"w",2020-02-01,51347.88297
"USA","South Africa","710812","kg",812.99,"g",812990,41662345,"w",2020-02-01,51347.88297
"United Kingdom","South Africa","710813","kg",3512.59,"g",3512590,175514279.152,"w",2020-02-01,51347.88297
"USA","South Africa","710813","kg",1,"g",1000,53381,"w",2020-02-01,51347.88297
"Belgium","South Africa","7108","kg",159.89,"kg",159.89,7652554.844,"w",2020-03-01,51180.69933
"Belgium","South Africa","710813","kg",159.89,"kg",159.89,7652554.844,"w",2020-03-01,51180.69933
"Canada","South Africa","7108","kg",0.028,"g",28,1525.175,"w",2020-03-01,51180.69933
"China","South Africa","7108","kg",830.845,"g",830845,37707790,"b",2020-03-01,51180.69933
"Canada","South Africa","710812","kg",0.028,"g",28,1525.175,"w",2020-03-01,51180.69933
"China","South Africa","710812","kg",542.174,"g",542174,25307689,"b",2020-03-01,51180.69933
"China","South Africa","710813","kg",288.671,"g",288671,12400101,"b",2020-03-01,51180.69933
"Germany","South Africa","7108","kg",699.802,"g",699802,32744287.176,"w",2020-03-01,51180.69933
"China, Hong Kong SAR","South Africa","7108","kg",7,"kg",7,380660.925,"b",2020-03-01,51180.69933
"Germany","South Africa","710812","kg",699.802,"g",699802,32744287.176,"w",2020-03-01,51180.69933
"China, Hong Kong SAR","South Africa","710812","kg",7,"kg",7,380660.925,"b",2020-03-01,51180.69933
"Rep. of Korea","Kenya","7108","kg",1,"kg",1,41434,"w",2020-03-01,51180.69933
"Rep. of Korea","Kenya","710813","kg",1,"kg",1,41434,"w",2020-03-01,51180.69933
"Italy","South Africa","7108","kg",781.4,NA,NA,32177643.655,"w",2020-03-01,51180.69933
"Mauritius","South Africa","7108","kg",1,"kg",1,863.757,NA,2020-03-01,51180.69933
"Italy","South Africa","710812","kg",122.4,"g",122400,5226842.78,"w",2020-03-01,51180.69933
"Italy","South Africa","710813","kg",659,"kg",659,26950800.875,"w",2020-03-01,51180.69933
"Mauritius","South Africa","710813","kg",1,"kg",1,863.757,NA,2020-03-01,51180.69933
"Rwanda","Kenya","7108","kg",117.9,"kg",117.9,5738906.31,NA,2020-03-01,51180.69933
"Rwanda","Kenya","710812","kg",117.9,"kg",117.9,5738906.31,NA,2020-03-01,51180.69933
"Rwanda","South Africa","7108","kg",118.9,"kg",118.9,6091590.06,NA,2020-03-01,51180.69933
"Rwanda","South Africa","710812","kg",118.9,"kg",118.9,6091590.06,NA,2020-03-01,51180.69933
"India","South Africa","7108","kg",450,"kg",450,23207385.708,"b",2020-03-01,51180.69933
"Singapore","South Africa","7108","kg",1,"kg",1,52201.906,NA,2020-03-01,51180.69933
"India","South Africa","710812","kg",450,"kg",450,23207385.708,"b",2020-03-01,51180.69933
"Singapore","South Africa","710813","kg",1,"kg",1,52201.906,NA,2020-03-01,51180.69933
"Switzerland","South Africa","7108","kg",1448,"kg",1448,45196245.635,"w",2020-03-01,51180.69933
"Thailand","South Africa","7108","kg",1,"kg",1,51198.885,NA,2020-03-01,51180.69933
"Switzerland","South Africa","710812","kg",1448,"kg",1448,45196245.635,"w",2020-03-01,51180.69933
"Thailand","South Africa","710812","kg",1,"kg",1,51198.885,NA,2020-03-01,51180.69933
"Uganda","Kenya","7108","kg",172,"kg",172,8216707,NA,2020-03-01,51180.69933
"Uganda","Kenya","710813","kg",172,"kg",172,8216707,NA,2020-03-01,51180.69933
"Turkey","South Africa","7108","kg",2350,"g",2350000,111313844,"w",2020-03-01,51180.69933
"United Kingdom","South Africa","7108","kg",8337.06,"g",8337060,402875653.356,"w",2020-03-01,51180.69933
"USA","South Africa","7108","kg",435.333,"g",435333,24709991,"w",2020-03-01,51180.69933
"Turkey","South Africa","710812","kg",2350,"g",2350000,111313844,"w",2020-03-01,51180.69933
"USA","South Africa","710812","kg",435.333,"g",435333,24709991,"w",2020-03-01,51180.69933
"United Kingdom","South Africa","710813","kg",8337.06,"g",8337060,402875653.356,"w",2020-03-01,51180.69933
"Canada","South Africa","7108","kg",4339.28,"g",4339280,227859473.017,"w",2020-04-01,54106.41303
"China","South Africa","7108","kg",312.397,"g",312397,14392794,"b",2020-04-01,54106.41303
"Canada","South Africa","710812","kg",4339.28,"g",4339280,227859473.017,"w",2020-04-01,54106.41303
"China","South Africa","710812","kg",207.628,"g",207628,9741034,"b",2020-04-01,54106.41303
"China","South Africa","710813","kg",104.769,"g",104769,4651760,"b",2020-04-01,54106.41303
"Germany","South Africa","7108","kg",300,"g",300000,16269994.39,"w",2020-04-01,54106.41303
"China, Hong Kong SAR","South Africa","7108","kg",62,"kg",62,3006912.381,"b",2020-04-01,54106.41303
"Germany","South Africa","710812","kg",300,"g",300000,16269994.39,"w",2020-04-01,54106.41303
"China, Hong Kong SAR","South Africa","710812","kg",62,"kg",62,3006912.381,"b",2020-04-01,54106.41303
"Rwanda","Kenya","7108","kg",234,"kg",234,11850487.06,NA,2020-04-01,54106.41303
"Rwanda","Kenya","710812","kg",234,"kg",234,11850487.06,NA,2020-04-01,54106.41303
"Singapore","South Africa","7108","kg",83,"kg",83,4596815.01,NA,2020-04-01,54106.41303
"Singapore","South Africa","710812","kg",1,"kg",1,53817.48,NA,2020-04-01,54106.41303
"Singapore","South Africa","710813","kg",82,"kg",82,4542997.53,NA,2020-04-01,54106.41303
"Switzerland","South Africa","7108","kg",259,"kg",259,11101105.414,"w",2020-04-01,54106.41303
"Thailand","South Africa","7108","kg",75,"kg",75,4112323.941,NA,2020-04-01,54106.41303
"Switzerland","South Africa","710812","kg",259,"kg",259,11101105.414,"w",2020-04-01,54106.41303
"Thailand","South Africa","710812","kg",75,"kg",75,4112323.941,NA,2020-04-01,54106.41303
"Uganda","Kenya","7108","kg",117,"kg",117,5449472,NA,2020-04-01,54106.41303
"Uganda","Kenya","710813","kg",117,"kg",117,5449472,NA,2020-04-01,54106.41303
"USA","South Africa","7108","kg",6146.32,"g",6146320,336242825,"w",2020-04-01,54106.41303
"USA","South Africa","710812","kg",6146.32,"g",6146320,336242825,"w",2020-04-01,54106.41303
"Canada","South Africa","7108","kg",240,"g",240000,12162711.324,"w",2020-05-01,55183.46148
"China","South Africa","7108","kg",491.045,"g",491045,23577764,"b",2020-05-01,55183.46148
"Canada","South Africa","710812","kg",240,"g",240000,12162711.324,"w",2020-05-01,55183.46148
"China","South Africa","710812","kg",280.894,"g",280894,12869485,"b",2020-05-01,55183.46148
"China","South Africa","710813","kg",210.151,"g",210151,10708279,"b",2020-05-01,55183.46148
"Rwanda","Kenya","7108","kg",393,"kg",393,18773426.2,NA,2020-05-01,55183.46148
"Rwanda","Kenya","710812","kg",393,"kg",393,18773426.2,NA,2020-05-01,55183.46148
"Singapore","South Africa","7108","kg",13,"kg",13,719236.935,NA,2020-05-01,55183.46148
"Singapore","South Africa","710813","kg",13,"kg",13,719236.935,NA,2020-05-01,55183.46148
"Switzerland","South Africa","7108","kg",1670,"kg",1670,79902426.272,"w",2020-05-01,55183.46148
"Thailand","South Africa","7108","kg",1,"kg",1,54916.165,NA,2020-05-01,55183.46148
"Switzerland","South Africa","710812","kg",1670,"kg",1670,79902426.272,"w",2020-05-01,55183.46148
"Thailand","South Africa","710812","kg",1,"kg",1,54916.165,NA,2020-05-01,55183.46148
"Uganda","Kenya","7108","kg",541,"kg",541,27920309,NA,2020-05-01,55183.46148
"United Rep. of Tanzania","Kenya","7108",NA,NA,"g",30,1201623.18,NA,2020-05-01,55183.46148
"United Rep. of Tanzania","Kenya","710812",NA,NA,"g",30,1201623.18,NA,2020-05-01,55183.46148
"Uganda","Kenya","710813","kg",541,"kg",541,27920309,NA,2020-05-01,55183.46148
"Turkey","South Africa","7108","kg",31,"g",31000,1706975,"w",2020-05-01,55183.46148
"United Kingdom","South Africa","7108","kg",2231.58,"g",2231580,124002200.164,"w",2020-05-01,55183.46148
"USA","South Africa","7108","kg",9745.161,"g",9745161,541201717,"w",2020-05-01,55183.46148
"Turkey","South Africa","710812","kg",31,"g",31000,1706975,"w",2020-05-01,55183.46148
"USA","South Africa","710812","kg",9447.94,"g",9447940,522645005,"w",2020-05-01,55183.46148
"United Kingdom","South Africa","710813","kg",2231.58,"g",2231580,124002200.164,"w",2020-05-01,55183.46148
"USA","South Africa","710813","kg",297.221,"g",297221,18556712,"w",2020-05-01,55183.46148
"Canada","South Africa","7108","kg",23.866,"g",23866,1403755.873,"w",2020-06-01,55691.44254
"China","South Africa","7108","kg",1009.46,"g",1009460,48615939,"b",2020-06-01,55691.44254
"Canada","South Africa","710812","kg",23.866,"g",23866,1403755.873,"w",2020-06-01,55691.44254
"China","South Africa","710812","kg",645.285,"g",645285,30130749,"b",2020-06-01,55691.44254
"China","South Africa","710813","kg",364.175,"g",364175,18485190,"b",2020-06-01,55691.44254
"Ireland","South Africa","7108","kg",0.604,"g",604,10992.358,"w",2020-06-01,55691.44254
"Ireland","South Africa","710813","kg",0.604,"g",604,10992.358,"w",2020-06-01,55691.44254
"Rwanda","South Africa","7108","kg",360,"kg",360,19992217.32,NA,2020-06-01,55691.44254
"Rwanda","South Africa","710812","kg",360,"kg",360,19992217.32,NA,2020-06-01,55691.44254
"India","South Africa","7108","kg",325,"kg",325,18254001.203,"b",2020-06-01,55691.44254
"Singapore","South Africa","7108","kg",269,"kg",269,15066372.788,NA,2020-06-01,55691.44254
"India","South Africa","710812","kg",325,"kg",325,18254001.203,"b",2020-06-01,55691.44254
"Singapore","South Africa","710813","kg",269,"kg",269,15066372.788,NA,2020-06-01,55691.44254
"Switzerland","South Africa","7108","kg",2257,"kg",2257,104230136.42,"w",2020-06-01,55691.44254
"Thailand","South Africa","7108","kg",164,"kg",164,9181688.336,NA,2020-06-01,55691.44254
"Switzerland","South Africa","710812","kg",2257,"kg",2257,104230136.42,"w",2020-06-01,55691.44254
"Thailand","South Africa","710812","kg",164,"kg",164,9181688.336,NA,2020-06-01,55691.44254
"Uganda","Kenya","7108","kg",474,"kg",474,23715451,NA,2020-06-01,55691.44254
"Uganda","Kenya","710813","kg",474,"kg",474,23715451,NA,2020-06-01,55691.44254
"United Kingdom","South Africa","7108","kg",4014.28,"g",4014280,226205052.283,"w",2020-06-01,55691.44254
"USA","South Africa","7108","kg",4549.97,"g",4549970,248512801,"w",2020-06-01,55691.44254
"USA","South Africa","710812","kg",4549.97,"g",4549970,248512801,"w",2020-06-01,55691.44254
"United Kingdom","South Africa","710813","kg",4014.28,"g",4014280,226205052.283,"w",2020-06-01,55691.44254
"Australia","South Africa","7108","kg",1.644,NA,NA,82087.071,"w",2020-07-01,59263.38531
"Australia","South Africa","710812","kg",1.644,NA,NA,82087.071,"w",2020-07-01,59263.38531
"Canada","South Africa","7108","kg",921.475,"g",921475,60908848.91,"w",2020-07-01,59263.38531
"China","South Africa","7108","kg",948.118,"g",948118,45473308,"b",2020-07-01,59263.38531
"Canada","South Africa","710812","kg",921.475,"g",921475,60908848.91,"w",2020-07-01,59263.38531
"China","South Africa","710812","kg",597.379,"g",597379,27750549,"b",2020-07-01,59263.38531
"China","South Africa","710813","kg",350.739,"g",350739,17722759,"b",2020-07-01,59263.38531
"Germany","South Africa","7108","kg",9.331,"g",9331,569113.753,"w",2020-07-01,59263.38531
"Germany","South Africa","710812","kg",9.331,"g",9331,569113.753,"w",2020-07-01,59263.38531
"Ireland","South Africa","7108","kg",1,"g",1000,1853.63,"w",2020-07-01,59263.38531
"Italy","South Africa","7108","kg",98.547,NA,NA,5557705.959,"w",2020-07-01,59263.38531
"Italy","South Africa","710812","kg",75.547,"g",75547,4445195.423,"w",2020-07-01,59263.38531
"Ireland","South Africa","710813","kg",1,"g",1000,1853.63,"w",2020-07-01,59263.38531
"Italy","South Africa","710813","kg",23,"kg",23,1112510.536,"w",2020-07-01,59263.38531
"Namibia","South Africa","7108",NA,NA,NA,NA,481.415,NA,2020-07-01,59263.38531
"Rwanda","South Africa","7108","kg",468.95,"kg",468.95,24123469.36,NA,2020-07-01,59263.38531
"Namibia","South Africa","710812",NA,NA,"kg",152,324.6,NA,2020-07-01,59263.38531
"Rwanda","South Africa","710812","kg",468.95,"kg",468.95,24123469.36,NA,2020-07-01,59263.38531
"Namibia","South Africa","710813",NA,NA,"kg",38,156.815,NA,2020-07-01,59263.38531
"India","South Africa","7108","kg",1025,"kg",1025,59251871.589,"b",2020-07-01,59263.38531
"Singapore","South Africa","7108","kg",22,"kg",22,1269372.415,NA,2020-07-01,59263.38531
"India","South Africa","710812","kg",1025,"kg",1025,59251871.589,"b",2020-07-01,59263.38531
"Singapore","South Africa","710813","kg",22,"kg",22,1269372.415,NA,2020-07-01,59263.38531
"Switzerland","South Africa","7108","kg",6459,"kg",6459,345987536.728,"w",2020-07-01,59263.38531
"Thailand","South Africa","7108","kg",3,"kg",3,171548.807,NA,2020-07-01,59263.38531
"Switzerland","South Africa","710812","kg",6459,"kg",6459,345987536.728,"w",2020-07-01,59263.38531
"Thailand","South Africa","710812","kg",3,"kg",3,171548.807,NA,2020-07-01,59263.38531
"Uganda","Kenya","7108","kg",694,"kg",694,37463020,NA,2020-07-01,59263.38531
"Uganda","Kenya","710813","kg",694,"kg",694,37463020,NA,2020-07-01,59263.38531
"United Kingdom","South Africa","7108","kg",3009.23,"g",3009230,175727263.251,"w",2020-07-01,59263.38531
"USA","South Africa","7108","kg",2498.363,"g",2498363,145013811,"w",2020-07-01,59263.38531
"USA","South Africa","710812","kg",2498.363,"g",2498363,145013811,"w",2020-07-01,59263.38531
"United Kingdom","South Africa","710813","kg",3009.23,"g",3009230,175727263.251,"w",2020-07-01,59263.38531
"Canada","South Africa","7108","kg",945.625,"g",945625,66671071.819,"w",2020-08-01,63291.86802
"China","South Africa","7108","kg",2125.058,"g",2125058,115417519,"b",2020-08-01,63291.86802
"Canada","South Africa","710812","kg",945.625,"g",945625,66671071.819,"w",2020-08-01,63291.86802
"China","South Africa","710812","kg",1878.87,"g",1878870,103711059,"b",2020-08-01,63291.86802
"China","South Africa","710813","kg",246.188,"g",246188,11706460,"b",2020-08-01,63291.86802
"Germany","South Africa","7108","kg",0.933,"g",933,60161.214,"w",2020-08-01,63291.86802
"China, Hong Kong SAR","South Africa","7108","kg",500,"kg",500,32903765.513,"b",2020-08-01,63291.86802
"Germany","South Africa","710812","kg",0.933,"g",933,60161.214,"w",2020-08-01,63291.86802
"China, Hong Kong SAR","South Africa","710812","kg",500,"kg",500,32903765.513,"b",2020-08-01,63291.86802
"Italy","South Africa","7108","kg",648.142,"g",648142,42204706.864,"w",2020-08-01,63291.86802
"Italy","South Africa","710812","kg",648.142,"g",648142,42204706.864,"w",2020-08-01,63291.86802
"Rwanda","Kenya","7108","kg",777.38,"kg",777.38,43363838.59,NA,2020-08-01,63291.86802
"Rwanda","Kenya","710812","kg",777.38,"kg",777.38,43363838.59,NA,2020-08-01,63291.86802
"Namibia","South Africa","7108",NA,NA,NA,NA,34.336,NA,2020-08-01,63291.86802
"Rwanda","South Africa","7108","kg",70.34,"kg",70.34,3580190.76,NA,2020-08-01,63291.86802
"Rwanda","South Africa","710812","kg",70.34,"kg",70.34,3580190.76,NA,2020-08-01,63291.86802
"Namibia","South Africa","710813",NA,NA,"kg",4,34.336,NA,2020-08-01,63291.86802
"India","South Africa","7108","kg",3795,"kg",3795,242487286.97,"b",2020-08-01,63291.86802
"Singapore","South Africa","7108","kg",137.16,"kg",137.16,8584799.822,NA,2020-08-01,63291.86802
"India","South Africa","710812","kg",3795,"kg",3795,242487286.97,"b",2020-08-01,63291.86802
"Singapore","South Africa","710813","kg",137.16,"kg",137.16,8584799.822,NA,2020-08-01,63291.86802
"Switzerland","South Africa","7108","kg",1457,"kg",1457,85332773.194,"w",2020-08-01,63291.86802
"Thailand","South Africa","7108","kg",15,"kg",15,936766.753,NA,2020-08-01,63291.86802
"Switzerland","South Africa","710812","kg",1457,"kg",1457,85332773.194,"w",2020-08-01,63291.86802
"Thailand","South Africa","710812","kg",15,"kg",15,936766.753,NA,2020-08-01,63291.86802
"Uganda","Kenya","7108","kg",588,"kg",588,34296359,NA,2020-08-01,63291.86802
"Uganda","Kenya","710813","kg",588,"kg",588,34296359,NA,2020-08-01,63291.86802
"United Kingdom","South Africa","7108","kg",2061.64,"g",2061640,132401206.347,"w",2020-08-01,63291.86802
"USA","South Africa","7108","kg",1079.19,"g",1079190,68034875,"w",2020-08-01,63291.86802
"United Kingdom","South Africa","710811","kg",1,"g",1000,11762.932,"w",2020-08-01,63291.86802
"USA","South Africa","710812","kg",1079.19,"g",1079190,68034875,"w",2020-08-01,63291.86802
"United Kingdom","South Africa","710813","kg",2060.64,"g",2060640,132389443.416,"w",2020-08-01,63291.86802
"Canada","South Africa","7108","kg",917.342,"g",917342,61553910.912,"w",2020-09-01,61800.07554
"China","South Africa","7108","kg",1780.531,"g",1780531,87473309,"b",2020-09-01,61800.07554
"Canada","South Africa","710812","kg",911.642,"g",911642,61400063.158,"w",2020-09-01,61800.07554
"China","South Africa","710812","kg",1321.78,"g",1321780,64961767,"b",2020-09-01,61800.07554
"Canada","South Africa","710813","kg",5.7,"g",5700,153847.754,"w",2020-09-01,61800.07554
"China","South Africa","710813","kg",458.751,"g",458751,22511542,"b",2020-09-01,61800.07554
"Germany","South Africa","7108","kg",16.785,"g",16785,1051382.974,"w",2020-09-01,61800.07554
