typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20190101,2019,52,2019,404,KEN,Kenya,X,Export,792,TUR,Türkiye,0,W00,World,H5,HS,true,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,false,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1.051,false,15,g,1051,false,1.051,false,0,false,,21079.49,21079.49,0,false,true
C,A,20190101,2019,52,2019,404,KEN,Kenya,X,Export,826,GBR,United Kingdom,0,W00,World,H5,HS,true,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,false,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,0.286,false,15,g,286,false,0.286,false,0,false,,10491.2,10491.2,0,false,true
C,A,20190101,2019,52,2019,404,KEN,Kenya,X,Export,842,USA,USA,0,W00,World,H5,HS,true,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,false,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2,false,15,g,2000,false,2,false,0,false,,69880.42,69880.42,0,false,true
C,A,20190101,2019,52,2019,404,KEN,Kenya,X,Export,0,W00,World,0,W00,World,H5,HS,true,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,true,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,41.263,false,-1,N/A,0,false,41.263,false,0,false,,1118719.23,1118719.23,0,false,true
C,A,20190101,2019,52,2019,404,KEN,Kenya,X,Export,251,FRA,France,0,W00,World,H5,HS,true,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,true,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,0.1,false,15,g,100,false,0.1,false,0,false,,4339.29,4339.29,0,true,false
C,A,20190101,2019,52,2019,404,KEN,Kenya,X,Export,276,DEU,Germany,0,W00,World,H5,HS,true,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,true,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2,false,-1,N/A,0,false,2,false,0,false,,38278.48,38278.48,0,true,false
C,A,20190101,2019,52,2019,404,KEN,Kenya,X,Export,344,HKG,"China, Hong Kong SAR",0,W00,World,H5,HS,true,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,true,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,16.112,false,15,g,16112,false,16.112,false,0,false,,257955.52,257955.52,0,true,false
C,A,20190101,2019,52,2019,404,KEN,Kenya,X,Export,410,KOR,Rep. of Korea,0,W00,World,H5,HS,true,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,true,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2,false,8,kg,2,false,2,false,0,false,,910.28,910.28,0,true,false
C,A,20190101,2019,52,2019,404,KEN,Kenya,X,Export,512,OMN,Oman,0,W00,World,H5,HS,true,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,true,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1,false,15,g,1000,false,1,false,0,false,,21584.68,21584.68,0,true,false
C,A,20190101,2019,52,2019,404,KEN,Kenya,X,Export,634,QAT,Qatar,0,W00,World,H5,HS,true,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,true,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1,false,15,g,1000,false,1,false,0,false,,38660.56,38660.56,0,true,false
C,A,20190101,2019,52,2019,404,KEN,Kenya,X,Export,724,ESP,Spain,0,W00,World,H5,HS,true,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,true,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3,false,8,kg,3,false,3,false,0,false,,121459.68,121459.68,0,true,false
C,A,20190101,2019,52,2019,404,KEN,Kenya,X,Export,784,ARE,United Arab Emirates,0,W00,World,H5,HS,true,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,true,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,12.714,false,-1,N/A,0,false,12.714,false,0,false,,534079.63,534079.63,0,true,false
C,A,20190101,2019,52,2019,404,KEN,Kenya,X,Export,792,TUR,Türkiye,0,W00,World,H5,HS,true,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,true,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1.051,false,15,g,1051,false,1.051,false,0,false,,21079.49,21079.49,0,true,false
C,A,20190101,2019,52,2019,404,KEN,Kenya,X,Export,826,GBR,United Kingdom,0,W00,World,H5,HS,true,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,true,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,0.286,false,15,g,286,false,0.286,false,0,false,,10491.2,10491.2,0,true,false
C,A,20190101,2019,52,2019,404,KEN,Kenya,X,Export,842,USA,USA,0,W00,World,H5,HS,true,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,true,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2,false,15,g,2000,false,2,false,0,false,,69880.42,69880.42,0,true,false
C,A,20190101,2019,52,2019,404,KEN,Kenya,X,Export,0,W00,World,0,W00,World,H5,HS,true,710813,"Metals; gold, semi-manufactured",6,true,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,412.723,true,-1,N/A,0,false,412.723,true,0,false,,15724746.56,15724746.56,6,false,true
C,A,20190101,2019,52,2019,404,KEN,Kenya,X,Export,710,ZAF,South Africa,0,W00,World,H5,HS,true,710813,"Metals; gold, semi-manufactured",6,true,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,342.614,true,-1,N/A,0,false,342.614,true,0,false,,13343069.27,13343069.27,6,true,false
C,A,20190101,2019,52,2019,404,KEN,Kenya,X,Export,757,CHE,Switzerland,0,W00,World,H5,HS,true,710813,"Metals; gold, semi-manufactured",6,true,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,65.109,true,-1,N/A,0,false,65.109,true,0,false,,2246312.45,2246312.45,6,true,false
C,A,20190101,2019,52,2019,404,KEN,Kenya,X,Export,784,ARE,United Arab Emirates,0,W00,World,H5,HS,true,710813,"Metals; gold, semi-manufactured",6,true,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,5,false,15,g,5000,false,5,false,0,false,,135364.84,135364.84,0,true,false
C,A,20190101,2019,52,2019,710,ZAF,South Africa,X,Export,0,W00,World,0,W00,World,H5,HS,true,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,false,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,true,-1,N/A,0,false,105043.832,true,0,false,0,4621604216.164,4621604216.164,6,false,true
C,A,20190101,2019,52,2019,710,ZAF,South Africa,X,Export,72,BWA,Botswana,0,W00,World,H5,HS,true,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,false,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,0.1,false,-1,N/A,0,false,0.1,false,0,false,0,219.734,219.734,0,false,true
C,A,20190101,2019,52,2019,710,ZAF,South Africa,X,Export,426,LSO,Lesotho,0,W00,World,H5,HS,true,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,false,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,true,-1,N/A,0,false,0,true,0,false,0,9.133,9.133,6,false,true
C,A,20190101,2019,52,2019,710,ZAF,South Africa,X,Export,516,NAM,Namibia,0,W00,World,H5,HS,true,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,false,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,26.46,true,-1,N/A,0,false,26.46,true,0,false,0,53526.324,53526.324,6,false,true
C,A,20190101,2019,52,2019,710,ZAF,South Africa,X,Export,748,SWZ,Eswatini,0,W00,World,H5,HS,true,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,false,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,true,-1,N/A,0,false,0.671,true,0,false,0,857.349,857.349,6,false,true
C,A,20190101,2019,52,2019,710,ZAF,South Africa,X,Export,899,_X ,"Areas, nes",0,W00,World,H5,HS,true,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,false,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,105016.6,false,-1,N/A,0,false,105016.6,false,0,false,0,4621549603.625,4621549603.625,0,false,true
C,A,20190101,2019,52,2019,710,ZAF,South Africa,X,Export,0,W00,World,0,W00,World,H5,HS,true,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,true,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,true,-1,N/A,0,false,1.423,true,0,false,0,1035.433,1035.433,6,false,true
C,A,20190101,2019,52,2019,710,ZAF,South Africa,X,Export,516,NAM,Namibia,0,W00,World,H5,HS,true,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,true,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,0.76,false,-1,N/A,0,false,0.76,false,0,false,0,553.07,553.07,0,false,true
C,A,20190101,2019,52,2019,710,ZAF,South Africa,X,Export,748,SWZ,Eswatini,0,W00,World,H5,HS,true,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,true,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,true,-1,N/A,0,false,0.663,true,0,false,0,482.362,482.362,6,false,true
C,A,20190101,2019,52,2019,710,ZAF,South Africa,X,Export,0,W00,World,0,W00,World,H5,HS,true,710813,"Metals; gold, semi-manufactured",6,true,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,true,-1,N/A,0,false,105042.409,true,0,false,0,4621603180.731,4621603180.731,6,false,true
C,A,20190101,2019,52,2019,710,ZAF,South Africa,X,Export,72,BWA,Botswana,0,W00,World,H5,HS,true,710813,"Metals; gold, semi-manufactured",6,true,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,0.1,false,-1,N/A,0,false,0.1,false,0,false,0,219.734,219.734,0,false,true
C,A,20190101,2019,52,2019,710,ZAF,South Africa,X,Export,426,LSO,Lesotho,0,W00,World,H5,HS,true,710813,"Metals; gold, semi-manufactured",6,true,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,true,-1,N/A,0,false,0,true,0,false,0,9.133,9.133,6,false,true
C,A,20190101,2019,52,2019,710,ZAF,South Africa,X,Export,516,NAM,Namibia,0,W00,World,H5,HS,true,710813,"Metals; gold, semi-manufactured",6,true,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,25.7,true,-1,N/A,0,false,25.7,true,0,false,0,52973.254,52973.254,6,false,true
C,A,20190101,2019,52,2019,710,ZAF,South Africa,X,Export,748,SWZ,Eswatini,0,W00,World,H5,HS,true,710813,"Metals; gold, semi-manufactured",6,true,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,true,-1,N/A,0,false,0.009,true,0,false,0,374.986,374.986,6,false,true
C,A,20190101,2019,52,2019,710,ZAF,South Africa,X,Export,899,_X ,"Areas, nes",0,W00,World,H5,HS,true,710813,"Metals; gold, semi-manufactured",6,true,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,105016.6,false,-1,N/A,0,false,105016.6,false,0,false,0,4621549603.625,4621549603.625,0,false,true
C,A,20200101,2020,52,2020,404,KEN,Kenya,X,Export,0,W00,World,0,W00,World,H5,HS,true,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,false,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,false,-1,N/A,0,false,,false,0,false,,9719029.228,9719029.228,0,false,true
C,A,20200101,2020,52,2020,404,KEN,Kenya,X,Export,196,CYP,Cyprus,0,W00,World,H5,HS,true,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,false,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1,false,8,kg,1,false,1,false,0,false,,50441.278,50441.278,0,false,true
C,A,20200101,2020,52,2020,404,KEN,Kenya,X,Export,231,ETH,Ethiopia,0,W00,World,H5,HS,true,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,false,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1,false,8,kg,1,false,1,false,0,false,,35669.751,35669.751,0,false,true
C,A,20200101,2020,52,2020,404,KEN,Kenya,X,Export,344,HKG,"China, Hong Kong SAR",0,W00,World,H5,HS,true,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,false,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,48,false,8,kg,48,false,48,false,0,false,,896029.373,896029.373,0,false,true
C,A,20200101,2020,52,2020,404,KEN,Kenya,X,Export,408,PRK,Dem. People's Rep. of Korea,0,W00,World,H5,HS,true,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,false,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1,false,8,kg,1,false,1,false,0,false,,6204.321,6204.321,0,false,true
C,A,20200101,2020,52,2020,404,KEN,Kenya,X,Export,410,KOR,Rep. of Korea,0,W00,World,H5,HS,true,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,false,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2,false,8,kg,2,false,2,false,0,false,,47604.597,47604.597,0,false,true
C,A,20200101,2020,52,2020,404,KEN,Kenya,X,Export,710,ZAF,South Africa,0,W00,World,H5,HS,true,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,false,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,false,-1,N/A,0,false,,false,0,false,,8138314.215,8138314.215,0,false,true
C,A,20200101,2020,52,2020,404,KEN,Kenya,X,Export,784,ARE,United Arab Emirates,0,W00,World,H5,HS,true,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,false,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,9,false,8,kg,9,false,9,false,0,false,,544765.695,544765.695,0,false,true
C,A,20200101,2020,52,2020,404,KEN,Kenya,X,Export,0,W00,World,0,W00,World,H5,HS,true,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,true,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,22,false,8,kg,22,false,22,false,0,false,,1105220.758,1105220.758,0,false,true
C,A,20200101,2020,52,2020,404,KEN,Kenya,X,Export,196,CYP,Cyprus,0,W00,World,H5,HS,true,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,true,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1,false,8,kg,1,false,1,false,0,false,,50441.278,50441.278,0,false,true
C,A,20200101,2020,52,2020,404,KEN,Kenya,X,Export,231,ETH,Ethiopia,0,W00,World,H5,HS,true,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,true,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1,false,8,kg,1,false,1,false,0,false,,35669.751,35669.751,0,false,true
C,A,20200101,2020,52,2020,404,KEN,Kenya,X,Export,344,HKG,"China, Hong Kong SAR",0,W00,World,H5,HS,true,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,true,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,8,false,8,kg,8,false,8,false,0,false,,420535.117,420535.117,0,false,true
C,A,20200101,2020,52,2020,404,KEN,Kenya,X,Export,408,PRK,Dem. People's Rep. of Korea,0,W00,World,H5,HS,true,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,true,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1,false,8,kg,1,false,1,false,0,false,,6204.321,6204.321,0,false,true
C,A,20200101,2020,52,2020,404,KEN,Kenya,X,Export,410,KOR,Rep. of Korea,0,W00,World,H5,HS,true,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,true,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2,false,8,kg,2,false,2,false,0,false,,47604.597,47604.597,0,false,true
C,A,20200101,2020,52,2020,404,KEN,Kenya,X,Export,784,ARE,United Arab Emirates,0,W00,World,H5,HS,true,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,true,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,9,false,8,kg,9,false,9,false,0,false,,544765.695,544765.695,0,false,true
C,A,20200101,2020,52,2020,404,KEN,Kenya,X,Export,0,W00,World,0,W00,World,H5,HS,true,710813,"Metals; gold, semi-manufactured",6,true,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,false,8,kg,172525,false,,false,0,false,,8613808.47,8613808.47,0,false,true
C,A,20200101,2020,52,2020,404,KEN,Kenya,X,Export,344,HKG,"China, Hong Kong SAR",0,W00,World,H5,HS,true,710813,"Metals; gold, semi-manufactured",6,true,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,40,false,8,kg,40,false,40,false,0,false,,475494.256,475494.256,0,false,true
C,A,20200101,2020,52,2020,404,KEN,Kenya,X,Export,710,ZAF,South Africa,0,W00,World,H5,HS,true,710813,"Metals; gold, semi-manufactured",6,true,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,false,8,kg,172485,false,,false,0,false,,8138314.215,8138314.215,0,false,true
C,A,20200101,2020,52,2020,710,ZAF,South Africa,X,Export,0,W00,World,0,W00,World,H5,HS,true,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,false,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,true,-1,N/A,0,false,0,true,0,false,0,6717385742.973,6717385742.973,6,false,true
C,A,20200101,2020,52,2020,710,ZAF,South Africa,X,Export,72,BWA,Botswana,0,W00,World,H5,HS,true,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,false,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,true,-1,N/A,0,false,0,true,0,false,0,23450.3,23450.3,6,false,true
C,A,20200101,2020,52,2020,710,ZAF,South Africa,X,Export,516,NAM,Namibia,0,W00,World,H5,HS,true,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,false,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,32.27,false,8,kg,32.27,false,32.27,false,0,false,0,1039561.204,1039561.204,0,false,true
C,A,20200101,2020,52,2020,710,ZAF,South Africa,X,Export,899,_X ,"Areas, nes",0,W00,World,H5,HS,true,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,false,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,122755.08,false,8,kg,122755.08,false,122755.08,false,0,false,0,6716322731.468,6716322731.468,0,false,true
C,A,20200101,2020,52,2020,710,ZAF,South Africa,X,Export,0,W00,World,0,W00,World,H5,HS,true,710811,"Metals; gold, non-monetary, powder",6,true,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,true,8,kg,0.5,false,0,true,0,false,0,2.452,2.452,6,false,true
C,A,20200101,2020,52,2020,710,ZAF,South Africa,X,Export,72,BWA,Botswana,0,W00,World,H5,HS,true,710811,"Metals; gold, non-monetary, powder",6,true,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,true,8,kg,0.5,false,0,true,0,false,0,2.452,2.452,6,false,true
C,A,20200101,2020,52,2020,710,ZAF,South Africa,X,Export,0,W00,World,0,W00,World,H5,HS,true,710813,"Metals; gold, semi-manufactured",6,true,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,122791.43,false,8,kg,122791.43,false,122791.43,false,0,false,0,6717385740.521,6717385740.521,0,false,true
C,A,20200101,2020,52,2020,710,ZAF,South Africa,X,Export,72,BWA,Botswana,0,W00,World,H5,HS,true,710813,"Metals; gold, semi-manufactured",6,true,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,4.08,false,8,kg,4.08,false,4.08,false,0,false,0,23447.848,23447.848,0,false,true
C,A,20200101,2020,52,2020,710,ZAF,South Africa,X,Export,516,NAM,Namibia,0,W00,World,H5,HS,true,710813,"Metals; gold, semi-manufactured",6,true,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,32.27,false,8,kg,32.27,false,32.27,false,0,false,0,1039561.204,1039561.204,0,false,true
C,A,20200101,2020,52,2020,710,ZAF,South Africa,X,Export,899,_X ,"Areas, nes",0,W00,World,H5,HS,true,710813,"Metals; gold, semi-manufactured",6,true,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,122755.08,false,8,kg,122755.08,false,122755.08,false,0,false,0,6716322731.468,6716322731.468,0,false,true
C,A,20210101,2021,52,2021,710,ZAF,South Africa,X,Export,0,W00,World,0,W00,World,H5,HS,true,710811,"Metals; gold, non-monetary, powder",6,true,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,false,8,kg,73.09,false,0,false,0,false,0,1672.409,1672.409,0,false,true
C,A,20210101,2021,52,2021,710,ZAF,South Africa,X,Export,72,BWA,Botswana,0,W00,World,H5,HS,true,710811,"Metals; gold, non-monetary, powder",6,true,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,false,8,kg,2,false,0,false,0,false,0,0.677,0.677,0,false,true
C,A,20210101,2021,52,2021,710,ZAF,South Africa,X,Export,516,NAM,Namibia,0,W00,World,H5,HS,true,710811,"Metals; gold, non-monetary, powder",6,true,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,false,8,kg,71.09,false,0,false,0,false,0,1671.733,1671.733,0,false,true
C,A,20210101,2021,52,2021,404,KEN,Kenya,X,Export,0,W00,World,0,W00,World,H5,HS,true,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,false,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,true,-1,N/A,0,false,0,true,0,false,0,15473552.652,15473552.652,6,false,true
C,A,20210101,2021,52,2021,404,KEN,Kenya,X,Export,120,CMR,Cameroon,0,W00,World,H5,HS,true,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,false,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1,false,15,g,1000,false,1,false,0,false,0,63215.519,63215.519,0,false,true
C,A,20210101,2021,52,2021,404,KEN,Kenya,X,Export,180,COD,Dem. Rep. of the Congo,0,W00,World,H5,HS,true,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,false,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,true,-1,N/A,0,false,0,true,0,false,0,136861.266,136861.266,6,false,true
C,A,20210101,2021,52,2021,404,KEN,Kenya,X,Export,276,DEU,Germany,0,W00,World,H5,HS,true,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,false,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1,false,15,g,1000,false,1,false,0,false,0,1856.938,1856.938,0,false,true
C,A,20210101,2021,52,2021,404,KEN,Kenya,X,Export,344,HKG,"China, Hong Kong SAR",0,W00,World,H5,HS,true,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,false,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,6.054,true,-1,N/A,0,false,6.054,true,0,false,0,255471.577,255471.577,6,false,true
C,A,20210101,2021,52,2021,404,KEN,Kenya,X,Export,710,ZAF,South Africa,0,W00,World,H5,HS,true,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,false,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,180.237,true,-1,N/A,0,false,180.237,true,0,false,0,8693596.979,8693596.979,6,false,true
C,A,20210101,2021,52,2021,404,KEN,Kenya,X,Export,757,CHE,Switzerland,0,W00,World,H5,HS,true,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,false,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,134.656,true,-1,N/A,0,false,134.656,true,0,false,0,5986598.55,5986598.55,6,false,true
C,A,20210101,2021,52,2021,404,KEN,Kenya,X,Export,784,ARE,United Arab Emirates,0,W00,World,H5,HS,true,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,false,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,7.987,false,15,g,7987.2,false,7.987,false,0,false,0,324526.26,324526.26,0,false,true
C,A,20210101,2021,52,2021,404,KEN,Kenya,X,Export,842,USA,USA,0,W00,World,H5,HS,true,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,false,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,0.254,false,15,g,254,false,0.254,false,0,false,0,11425.563,11425.563,0,false,true
C,A,20210101,2021,52,2021,710,ZAF,South Africa,X,Export,0,W00,World,0,W00,World,H5,HS,true,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,false,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,false,-1,N/A,0,false,0,false,0,false,0,7307599435.204,7307599435.204,0,false,true
C,A,20210101,2021,52,2021,710,ZAF,South Africa,X,Export,72,BWA,Botswana,0,W00,World,H5,HS,true,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,false,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,false,-1,N/A,0,false,0,false,0,false,0,173.696,173.696,0,false,true
C,A,20210101,2021,52,2021,710,ZAF,South Africa,X,Export,516,NAM,Namibia,0,W00,World,H5,HS,true,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,false,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,61.567,true,-1,N/A,0,false,61.567,true,0,false,0,152592.266,152592.266,6,false,true
C,A,20210101,2021,52,2021,710,ZAF,South Africa,X,Export,748,SWZ,Eswatini,0,W00,World,H5,HS,true,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,false,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,false,-1,N/A,0,false,0,false,0,false,0,93.445,93.445,0,false,true
C,A,20210101,2021,52,2021,710,ZAF,South Africa,X,Export,899,_X ,"Areas, nes",0,W00,World,H5,HS,true,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,false,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,127556.72,false,8,kg,127556.72,false,127556.72,false,0,false,0,7307446575.796,7307446575.796,0,false,true
C,A,20210101,2021,52,2021,404,KEN,Kenya,X,Export,0,W00,World,0,W00,World,H5,HS,true,710813,"Metals; gold, semi-manufactured",6,true,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,true,15,g,93139297.3,false,0,true,0,false,0,14866210.499,14866210.499,6,false,true
C,A,20210101,2021,52,2021,404,KEN,Kenya,X,Export,180,COD,Dem. Rep. of the Congo,0,W00,World,H5,HS,true,710813,"Metals; gold, semi-manufactured",6,true,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,true,15,g,3223000,false,0,true,0,false,0,136861.266,136861.266,6,true,false
C,A,20210101,2021,52,2021,404,KEN,Kenya,X,Export,344,HKG,"China, Hong Kong SAR",0,W00,World,H5,HS,true,710813,"Metals; gold, semi-manufactured",6,true,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,true,15,g,1008210,false,0,true,0,false,0,49153.704,49153.704,6,true,false
