"date","partnerDesc","reporterDesc","cmdCode","qtyUnitAbbr","qty","altQtyUnitAbbr","altQty","primaryValue","bricsflag"
2020-01-01,"Namibia","South Africa",7108,NA,NA,NA,NA,1776.964,NA
2020-01-01,"New Zealand","South Africa",7108,"kg",0.057,"g",57,4100.364,"w"
2020-01-01,"Niger","South Africa",7108,"kg",16,"kg",16,3335.731,NA
2020-01-01,"Poland","South Africa",7108,"kg",9.61,"g",9610,494485,"w"
2020-01-01,"Rwanda","South Africa",7108,"kg",1565.46,"kg",1565.46,81431423.58,NA
2020-01-01,"Saudi Arabia","South Africa",7108,"kg",5500,"kg",5500,290485738.82,NA
2020-01-01,"Other Asia, nes","South Africa",710812,"kg",4,"kg",4,247742.543,NA
2020-01-01,"Namibia","South Africa",710812,NA,NA,"kg",152,330.676,NA
2020-01-01,"Rwanda","South Africa",710812,"kg",1565.46,"kg",1565.46,81431423.58,NA
2020-01-01,"Saudi Arabia","South Africa",710812,"kg",5500,"kg",5500,290485738.82,NA
2020-01-01,"Namibia","South Africa",710813,NA,NA,"kg",42.5,1446.288,NA
2020-01-01,"New Zealand","South Africa",710813,"kg",0.057,"g",57,4100.364,"w"
2020-01-01,"Niger","South Africa",710813,"kg",16,"kg",16,3335.731,NA
2020-01-01,"Poland","South Africa",710813,"kg",9.61,"g",9610,494485,"w"
2020-01-01,"India","South Africa",7108,"kg",23970,"kg",23970,1413127266.878,"b"
2020-01-01,"Singapore","South Africa",7108,"kg",763.06,"kg",763.06,45895517.385,NA
2020-01-01,"India","South Africa",710812,"kg",23970,"kg",23970,1413127266.878,"b"
2020-01-01,"Singapore","South Africa",710812,"kg",1,"kg",1,55557.101,NA
2020-01-01,"Singapore","South Africa",710813,"kg",762.06,"kg",762.06,45839960.284,NA
2020-01-01,"Spain","South Africa",7108,"kg",1,"g",1000,7355.371,"w"
2020-01-01,"Spain","South Africa",710813,"kg",1,"g",1000,7355.371,"w"
2020-01-01,"Thailand","Kenya",7108,NA,NA,NA,NA,11.412,NA
2020-01-01,"United Arab Emirates","Kenya",7108,"kg",1963.33,"kg",1963.33,100582714.604,NA
2020-01-01,"Thailand","Kenya",710811,NA,NA,"kg",1,11.412,NA
2020-01-01,"United Arab Emirates","Kenya",710812,"kg",1961.71,"kg",1961.71,100491709.287,NA
2020-01-01,"United Arab Emirates","Kenya",710813,"kg",1.62,"kg",1.62,91005.317,NA
2020-01-01,"Eswatini","South Africa",7108,NA,NA,NA,NA,62.47,NA
2020-01-01,"Switzerland","South Africa",7108,"kg",32953.234,NA,NA,1718341637.082,"w"
2020-01-01,"Thailand","South Africa",7108,"kg",401,"kg",401,22700960.828,NA
2020-01-01,"United Arab Emirates","South Africa",7108,"kg",43427.93,"kg",43427.93,2101589273.741,NA
2020-01-01,"United Arab Emirates","South Africa",710811,"kg",1.5,"kg",1.5,80593.335,NA
2020-01-01,"Eswatini","South Africa",710812,NA,NA,"kg",1,62.47,NA
2020-01-01,"Switzerland","South Africa",710812,"kg",32953,"kg",32953,1718332074.163,"w"
2020-01-01,"Thailand","South Africa",710812,"kg",401,"kg",401,22700960.828,NA
2020-01-01,"United Arab Emirates","South Africa",710812,"kg",43414.3,"kg",43414.3,2100871476.813,NA
2020-01-01,"Switzerland","South Africa",710813,"kg",0.234,NA,NA,9562.918,"w"
2020-01-01,"United Arab Emirates","South Africa",710813,"kg",12.13,"kg",12.13,637203.592,NA
2020-01-01,"Uganda","Kenya",7108,"kg",4681,"kg",4681,242864834,NA
2020-01-01,"United Rep. of Tanzania","Kenya",7108,"kg",30,"kg",30,1201623.18,NA
2020-01-01,"United Rep. of Tanzania","Kenya",710812,"kg",30,"kg",30,1201623.18,NA
2020-01-01,"Uganda","Kenya",710813,"kg",4681,"kg",4681,242864834,NA
2020-01-01,"Turkey","South Africa",7108,"kg",2381,"g",2381000,113020819,"w"
2020-01-01,"Uganda","South Africa",7108,"kg",992,"kg",992,58412816,NA
2020-01-01,"United Kingdom","South Africa",7108,"kg",60003.641,"g",60003641,3363542881.113,"w"
2020-01-01,"USA","South Africa",7108,"kg",26329.851,"g",26329851,1468647553,"w"
2020-01-01,"United Kingdom","South Africa",710811,"kg",1,"g",1000,11535.59,"w"
2020-01-01,"Turkey","South Africa",710812,"kg",2381,"g",2381000,113020819,"w"
2020-01-01,"USA","South Africa",710812,"kg",26031.63,"g",26031630,1450037460,"w"
2020-01-01,"Uganda","South Africa",710813,"kg",992,"kg",992,58412816,NA
2020-01-01,"United Kingdom","South Africa",710813,"kg",60002.641,"g",60002641,3363531345.523,"w"
2020-01-01,"USA","South Africa",710813,"kg",298.221,"g",298221,18610093,"w"
2021-01-01,"Australia","South Africa",7108,"kg",362.934,NA,NA,20536818.928,"w"
2021-01-01,"Belgium","South Africa",7108,"kg",1260.69,"kg",1260.69,57800874.753,"w"
2021-01-01,"Botswana","South Africa",7108,NA,NA,NA,NA,116.882,NA
2021-01-01,"Australia","South Africa",710812,"kg",362.851,NA,NA,20532952.697,"w"
2021-01-01,"Australia","South Africa",710813,"kg",0.082,NA,NA,3866.231,"w"
2021-01-01,"Belgium","South Africa",710813,"kg",1260.69,"kg",1260.69,57800874.753,"w"
2021-01-01,"Botswana","South Africa",710813,NA,NA,"kg",36,116.882,NA
2021-01-01,"Canada","Kenya",7108,"kg",0.008,"g",8,3436.541,"w"
2021-01-01,"Canada","Kenya",710812,"kg",0.008,"g",8,3436.541,"w"
2021-01-01,"Canada","South Africa",7108,"kg",653.564,"g",653564,37252598.452,"w"
2021-01-01,"China","South Africa",7108,"kg",90520.685,"g",90520685,5045937091,"b"
2021-01-01,"Denmark","South Africa",7108,"kg",2.031,"g",2031,11250.114,"w"
2021-01-01,"Canada","South Africa",710812,"kg",598.766,"g",598766,36199995.927,"w"
2021-01-01,"China","South Africa",710812,"kg",83485.768,"g",83485768,4692262995,"b"
2021-01-01,"Denmark","South Africa",710812,"kg",2.031,"g",2031,11250.114,"w"
2021-01-01,"Canada","South Africa",710813,"kg",54.798,"g",54798,1052602.525,"w"
2021-01-01,"China","South Africa",710813,"kg",7034.917,"g",7034917,353674096,"b"
2021-01-01,"France","Kenya",7108,"kg",0.06,"g",60,3724.449,"w"
2021-01-01,"France","Kenya",710812,"kg",0.06,"g",60,3724.449,"w"
2021-01-01,"Germany","Kenya",7108,"kg",0.047,"g",47,1877.554,"w"
2021-01-01,"Germany","Kenya",710812,"kg",0.047,"g",47,1877.554,"w"
2021-01-01,"Germany","South Africa",7108,"kg",725.421,"g",725421,41189652.628,"w"
2021-01-01,"China, Hong Kong SAR","South Africa",7108,"kg",11006,"kg",11006,636905802.402,"b"
2021-01-01,"Germany","South Africa",710812,"kg",725.421,"g",725421,41189652.628,"w"
2021-01-01,"China, Hong Kong SAR","South Africa",710812,"kg",11006,"kg",11006,636905802.402,"b"
2021-01-01,"Japan","Kenya",7108,"kg",0.03,"g",30,1840.472,"w"
2021-01-01,"Rep. of Korea","Kenya",7108,"kg",2,"kg",2,102027,"w"
2021-01-01,"Japan","Kenya",710813,"kg",0.03,"g",30,1840.472,"w"
2021-01-01,"Rep. of Korea","Kenya",710813,"kg",2,"kg",2,102027,"w"
2021-01-01,"Indonesia","South Africa",7108,"kg",90,"kg",90,5019974,NA
2021-01-01,"Ireland","South Africa",7108,"kg",0.429,NA,NA,189867.667,"w"
2021-01-01,"Italy","South Africa",7108,"kg",5299.94,"g",5299940,303092515.011,"w"
2021-01-01,"Japan","South Africa",7108,"kg",0.028,"g",28,1995.364,"w"
2021-01-01,"Rep. of Korea","South Africa",7108,"kg",0.6,"kg",0.6,345,"w"
2021-01-01,"Malaysia","South Africa",7108,"kg",227,"kg",227,12908640.677,NA
2021-01-01,"Mauritius","South Africa",7108,"kg",19,"kg",19,955061.724,NA
2021-01-01,"Indonesia","South Africa",710812,"kg",90,"kg",90,5019974,NA
2021-01-01,"Italy","South Africa",710812,"kg",5299.94,"g",5299940,303092515.011,"w"
2021-01-01,"Malaysia","South Africa",710812,"kg",172,"kg",172,9762619.502,NA
2021-01-01,"Mauritius","South Africa",710812,"kg",17,"kg",17,952066.818,NA
2021-01-01,"Ireland","South Africa",710813,"kg",0.429,"g",NA,189867.667,"w"
2021-01-01,"Japan","South Africa",710813,"kg",0.028,"g",28,1995.364,"w"
2021-01-01,"Rep. of Korea","South Africa",710813,"kg",0.6,"kg",0.6,345,"w"
2021-01-01,"Malaysia","South Africa",710813,"kg",55,"kg",55,3146021.175,NA
2021-01-01,"Mauritius","South Africa",710813,"kg",2,"kg",2,2994.905,NA
2021-01-01,"Nepal","Kenya",7108,"kg",0.1,"g",100,4336.92,NA
2021-01-01,"Rwanda","Kenya",7108,"kg",316,"kg",316,18198509.23,NA
2021-01-01,"Nepal","Kenya",710812,"kg",0.1,"g",100,4336.92,NA
2021-01-01,"Rwanda","Kenya",710812,"kg",316,"kg",316,18198509.23,NA
2021-01-01,"Other Asia, nes","South Africa",7108,"kg",240,"kg",240,13700981.302,NA
2021-01-01,"Namibia","South Africa",7108,"kg",4.706,NA,NA,11529.404,NA
2021-01-01,"Netherlands","South Africa",7108,"kg",0.11,"g",110,366.649,"w"
2021-01-01,"New Zealand","South Africa",7108,"kg",0.808,"g",808,47544.207,"w"
2021-01-01,"Poland","South Africa",7108,"kg",0.507,"g",507,34039,"w"
2021-01-01,"Rwanda","South Africa",7108,"kg",1212,"kg",1212,70559010.1,NA
2021-01-01,"Saudi Arabia","South Africa",7108,"kg",4518,"kg",4518,260690760.149,NA
2021-01-01,"Netherlands","South Africa",710811,"kg",0.11,"g",110,366.649,"w"
2021-01-01,"Other Asia, nes","South Africa",710812,"kg",240,"kg",240,13700981.302,NA
2021-01-01,"Namibia","South Africa",710812,"kg",0.5,"kg",0.5,8604.99,NA
2021-01-01,"New Zealand","South Africa",710812,"kg",0.808,"g",808,47544.207,"w"
2021-01-01,"Poland","South Africa",710812,"kg",0.507,"g",507,34039,"w"
2021-01-01,"Rwanda","South Africa",710812,"kg",1212,"kg",1212,70559010.1,NA
2021-01-01,"Saudi Arabia","South Africa",710812,"kg",4518,"kg",4518,260690760.149,NA
2021-01-01,"Namibia","South Africa",710813,"kg",4.206,"kg",19.05,2924.414,NA
2021-01-01,"India","South Africa",7108,"kg",71680,"kg",71680,4103870589.599,"b"
2021-01-01,"Singapore","South Africa",7108,"kg",5289.43,"kg",5289.43,302835010.934,NA
2021-01-01,"South Africa","South Africa",7108,"kg",0.02,"kg",0.02,67.733,"b"
2021-01-01,"India","South Africa",710812,"kg",71680,"kg",71680,4103870589.599,"b"
2021-01-01,"Singapore","South Africa",710812,"kg",2057.19,"kg",2057.19,114814134.463,NA
2021-01-01,"Singapore","South Africa",710813,"kg",3232.24,"kg",3232.24,188020876.472,NA
2021-01-01,"South Africa","South Africa",710813,"kg",0.02,"kg",0.02,67.733,"b"
2021-01-01,"Spain","South Africa",7108,"kg",467.056,"g",467056,27179585.868,"w"
2021-01-01,"Spain","South Africa",710812,"kg",0.008,"g",8,16529.718,"w"
2021-01-01,"Spain","South Africa",710813,"kg",467.048,"g",467048,27163056.149,"w"
2021-01-01,"Switzerland","Kenya",7108,"kg",247,"kg",247,12164278.001,"w"
2021-01-01,"United Arab Emirates","Kenya",7108,"kg",3451.45,"kg",3451.45,198736657.377,NA
2021-01-01,"Switzerland","Kenya",710812,"kg",247,"kg",247,12164278.001,"w"
2021-01-01,"United Arab Emirates","Kenya",710812,"kg",3450.09,"kg",3450.09,198656873.962,NA
2021-01-01,"United Arab Emirates","Kenya",710813,"kg",1.36,"kg",1.36,79783.415,NA
2021-01-01,"Eswatini","South Africa",7108,NA,NA,NA,NA,8.57,NA
2021-01-01,"Sweden","South Africa",7108,"kg",0.09,"g",90,1982.145,"w"
2021-01-01,"Switzerland","South Africa",7108,"kg",63270.624,NA,NA,3673257577.421,"w"
2021-01-01,"Thailand","South Africa",7108,"kg",1356,"kg",1356,77226211.403,NA
2021-01-01,"United Arab Emirates","South Africa",7108,"kg",41841.97,"kg",41841.97,2084462569.102,NA
2021-01-01,"Eswatini","South Africa",710812,NA,NA,"kg",5,8.57,NA
2021-01-01,"Switzerland","South Africa",710812,"kg",63269,"kg",63269,3673183526.211,"w"
2021-01-01,"Thailand","South Africa",710812,"kg",1356,"kg",1356,77226211.403,NA
2021-01-01,"United Arab Emirates","South Africa",710812,"kg",41097.9,"kg",41097.9,2046068084.456,NA
2021-01-01,"Sweden","South Africa",710813,"kg",0.09,"g",90,1982.145,"w"
2021-01-01,"Switzerland","South Africa",710813,"kg",1.624,NA,NA,74051.209,"w"
2021-01-01,"United Arab Emirates","South Africa",710813,"kg",744.07,"kg",744.07,38394484.646,NA
2021-01-01,"Uganda","Kenya",7108,"kg",1521.727,"g",852397,81169624.86,NA
2021-01-01,"USA","Kenya",7108,"kg",14,"g",14000,814295,"w"
2021-01-01,"USA","Kenya",710812,"kg",14,"g",14000,814295,"w"
2021-01-01,"Uganda","Kenya",710813,"kg",1521.727,"g",852397,81169624.86,NA
2021-01-01,"Turkey","South Africa",7108,"kg",3777.532,"g",3777532,215958473,"w"
2021-01-01,"Uganda","South Africa",7108,"kg",979.535,"g",542972,56734848.99,NA
2021-01-01,"United Kingdom","South Africa",7108,"kg",42487.415,"g",42487415,2472408112.294,"w"
2021-01-01,"USA","South Africa",7108,"kg",11827.668,"g",11827668,686993060,"w"
2021-01-01,"Turkey","South Africa",710812,"kg",3777.532,"g",3777532,215958473,"w"
2021-01-01,"United Kingdom","South Africa",710812,"kg",0.132,"g",132,7903.008,"w"
2021-01-01,"USA","South Africa",710812,"kg",11817.062,"g",11817062,686329078,"w"
2021-01-01,"Uganda","South Africa",710813,"kg",979.535,"g",542972,56734848.99,NA
2021-01-01,"United Kingdom","South Africa",710813,"kg",42487.283,"g",42487283,2472400209.286,"w"
2021-01-01,"USA","South Africa",710813,"kg",10.606,"g",10606,663982,"w"
2022-01-01,"Australia","South Africa",7108,"kg",26.093,NA,NA,1472423.458,"w"
2022-01-01,"Austria","South Africa",7108,"kg",3,"kg",3,184881.642,"w"
2022-01-01,"Belgium","South Africa",7108,"kg",2477.75,"kg",2477.75,117307131.345,"w"
2022-01-01,"Botswana","South Africa",7108,NA,NA,NA,NA,29.603,NA
2022-01-01,"Brazil","South Africa",7108,"kg",1,"kg",1,2173,"b"
2022-01-01,"Botswana","South Africa",710811,NA,NA,"kg",2,29.603,NA
2022-01-01,"Australia","South Africa",710812,"kg",22.684,NA,NA,1282092.311,"w"
2022-01-01,"Austria","South Africa",710812,"kg",3,"kg",3,184881.642,"w"
2022-01-01,"Australia","South Africa",710813,"kg",3.409,NA,NA,190331.147,"w"
2022-01-01,"Belgium","South Africa",710813,"kg",2477.75,"kg",2477.75,117307131.345,"w"
2022-01-01,"Brazil","South Africa",710813,"kg",1,"kg",1,2173,"b"
2022-01-01,"Canada","South Africa",7108,"kg",2777.968,"g",2777968,174332059.222,"w"
2022-01-01,"China","South Africa",7108,"kg",158870.866,"g",158870866,8852769917,"b"
2022-01-01,"Canada","South Africa",710812,"kg",2751.681,"g",2751681,172918882.437,"w"
2022-01-01,"China","South Africa",710812,"kg",153155.24,"g",153155240,8565523479,"b"
2022-01-01,"Canada","South Africa",710813,"kg",26.287,"g",26287,1413176.785,"w"
2022-01-01,"China","South Africa",710813,"kg",5715.626,"g",5715626,287246438,"b"
2022-01-01,"Estonia","South Africa",7108,"kg",9.331,"g",9331.04,518924.63,"w"
2022-01-01,"France","South Africa",7108,"kg",0.003,"g",3,6079.25,"w"
2022-01-01,"Estonia","South Africa",710812,"kg",9.331,"g",9331.04,518924.63,"w"
2022-01-01,"France","South Africa",710812,"kg",0.003,"g",3,6079.25,"w"
2022-01-01,"Germany","South Africa",7108,"kg",355.709,"g",355709,20515143.798,"w"
2022-01-01,"China, Hong Kong SAR","South Africa",7108,"kg",10506,"kg",10506,599748547.025,"b"
2022-01-01,"Germany","South Africa",710812,"kg",355.709,"g",355709,20515143.798,"w"
2022-01-01,"China, Hong Kong SAR","South Africa",710812,"kg",10500,"kg",10500,599389002.01,"b"
2022-01-01,"China, Hong Kong SAR","South Africa",710813,"kg",6,"kg",6,359545.015,"b"
2022-01-01,"Rep. of Korea","Kenya",7108,"kg",51,"kg",51,2068714,"w"
2022-01-01,"Rep. of Korea","Kenya",710812,"kg",45,"kg",45,1763300,"w"
2022-01-01,"Rep. of Korea","Kenya",710813,"kg",6,"kg",6,305414,"w"
2022-01-01,"Indonesia","South Africa",7108,"kg",850,"kg",850,45250336,NA
2022-01-01,"Ireland","South Africa",7108,"kg",0.283,NA,NA,62471.055,"w"
2022-01-01,"Italy","South Africa",7108,"kg",4833.5,NA,NA,276549782.057,"w"
2022-01-01,"Kenya","South Africa",7108,"kg",0.58,"g",580,865.425,NA
2022-01-01,"Rep. of Korea","South Africa",7108,"kg",0.96,"kg",0.96,52455,"w"
2022-01-01,"China, Macao SAR","South Africa",7108,"kg",30,"kg",30,1575477.631,NA
2022-01-01,"Mauritius","South Africa",7108,"kg",20,"kg",20,409458.307,NA
2022-01-01,"Kenya","South Africa",710811,"kg",0.58,"g",580,865.425,NA
2022-01-01,"Indonesia","South Africa",710812,"kg",850,"kg",850,45250336,NA
2022-01-01,"Ireland","South Africa",710812,"kg",0.123,"g",NA,6946.962,"w"
2022-01-01,"Italy","South Africa",710812,"kg",4730.5,"g",4730500,272774733.297,"w"
2022-01-01,"Rep. of Korea","South Africa",710812,"kg",0.96,"kg",0.96,52455,"w"
2022-01-01,"Mauritius","South Africa",710812,"kg",19,"kg",19,407727.316,NA
2022-01-01,"Ireland","South Africa",710813,"kg",0.16,"g",NA,55524.094,"w"
2022-01-01,"Italy","South Africa",710813,"kg",103,"kg",103,3775048.761,"w"
2022-01-01,"China, Macao SAR","South Africa",710813,"kg",30,"kg",30,1575477.631,NA
2022-01-01,"Mauritius","South Africa",710813,"kg",1,"kg",1,1730.991,NA
2022-01-01,"Nepal","Kenya",7108,"kg",0.02,"g",20,401.082,NA
2022-01-01,"Rwanda","Kenya",7108,"kg",2130,"kg",2130,124470422.44,NA
2022-01-01,"Nepal","Kenya",710812,"kg",0.02,"g",20,401.082,NA
2022-01-01,"Rwanda","Kenya",710812,"kg",2130,"kg",2130,124470422.44,NA
2022-01-01,"Other Asia, nes","South Africa",7108,"kg",0.032,NA,NA,1846.63,NA
2022-01-01,"Mozambique","South Africa",7108,"kg",0.01,"g",10,53.264,NA
2022-01-01,"Namibia","South Africa",7108,NA,NA,NA,NA,10557.852,NA
2022-01-01,"New Zealand","South Africa",7108,"kg",4,"g",4000,232375.011,"w"
2022-01-01,"Poland","South Africa",7108,"kg",9.33,"g",9330,534189,"w"
2022-01-01,"Rwanda","South Africa",7108,"kg",1162,"kg",1162,65901661.6,NA
2022-01-01,"Mozambique","South Africa",710811,"kg",0.01,"g",10,53.264,NA
2022-01-01,"Namibia","South Africa",710811,NA,NA,"kg",0.4,1.223,NA
2022-01-01,"Namibia","South Africa",710812,NA,NA,"kg",1,64.197,NA
2022-01-01,"Rwanda","South Africa",710812,"kg",1162,"kg",1162,65901661.6,NA
2022-01-01,"Other Asia, nes","South Africa",710813,"kg",0.032,NA,NA,1846.63,NA
2022-01-01,"Namibia","South Africa",710813,NA,NA,"kg",31,10492.432,NA
2022-01-01,"New Zealand","South Africa",710813,"kg",4,"g",4000,232375.011,"w"
2022-01-01,"Poland","South Africa",710813,"kg",9.33,"g",9330,534189,"w"
2022-01-01,"Slovenia","Kenya",7108,"kg",0.155,"g",155,8861.775,"w"
2022-01-01,"Slovenia","Kenya",710812,"kg",0.155,"g",155,8861.775,"w"
2022-01-01,"India","South Africa",7108,"kg",55980,"kg",55980,3328792791.431,"b"
2022-01-01,"Singapore","South Africa",7108,"kg",6127.68,"kg",6127.68,350121696.425,NA
2022-01-01,"India","South Africa",710812,"kg",55980,"kg",55980,3328792791.431,"b"
2022-01-01,"Singapore","South Africa",710813,"kg",6127.68,"kg",6127.68,350121696.425,NA
2022-01-01,"Spain","Kenya",7108,"kg",0.984,"g",984,55669.268,"w"
2022-01-01,"Spain","Kenya",710813,"kg",0.984,"g",984,55669.268,"w"
2022-01-01,"Spain","South Africa",7108,"kg",377.161,"g",377161,20426772.883,"w"
2022-01-01,"Spain","South Africa",710813,"kg",377.161,"g",377161,20426772.883,"w"
2022-01-01,"Switzerland","Kenya",7108,"kg",80,"kg",80,3694458.947,"w"
2022-01-01,"United Arab Emirates","Kenya",7108,"kg",6648.8,"kg",6648.8,376808377.769,NA
2022-01-01,"Switzerland","Kenya",710812,"kg",80,"kg",80,3694458.947,"w"
2022-01-01,"United Arab Emirates","Kenya",710812,"kg",6648.8,"kg",6648.8,376808377.769,NA
2022-01-01,"Eswatini","South Africa",7108,NA,NA,NA,NA,192.1,NA
2022-01-01,"Switzerland","South Africa",7108,"kg",97402,"kg",97402,5632385485.649,"w"
2022-01-01,"Thailand","South Africa",7108,"kg",1594,"kg",1594,89560425.388,NA
2022-01-01,"United Arab Emirates","South Africa",7108,"kg",31240.58,"kg",31240.58,1622510524.685,NA
2022-01-01,"Switzerland","South Africa",710811,"kg",134,"kg",134,7387132.442,"w"
2022-01-01,"Eswatini","South Africa",710812,NA,NA,"kg",5,69.62,NA
2022-01-01,"Switzerland","South Africa",710812,"kg",97262,"kg",97262,5624807145.402,"w"
2022-01-01,"Thailand","South Africa",710812,"kg",1594,"kg",1594,89560425.388,NA
2022-01-01,"United Arab Emirates","South Africa",710812,"kg",29869.8,"kg",29869.8,1549244719.515,NA
2022-01-01,"Eswatini","South Africa",710813,NA,NA,"kg",124.15,122.48,NA
2022-01-01,"Switzerland","South Africa",710813,"kg",6,"kg",6,191207.804,"w"
2022-01-01,"United Arab Emirates","South Africa",710813,"kg",1370.78,"kg",1370.78,73265805.17,NA
2022-01-01,"USA","Kenya",7108,"kg",13.99,"g",13990,797900,"w"
2022-01-01,"USA","Kenya",710812,"kg",13.99,"g",13990,797900,"w"
2022-01-01,"Turkey","South Africa",7108,"kg",9859.101,"g",9859101,566656022,"w"
2022-01-01,"United Kingdom","South Africa",7108,"kg",6916.621,"g",6916621,383727298.851,"w"
2022-01-01,"USA","South Africa",7108,"kg",8078.216,"g",8078216,496928520,"w"
2022-01-01,"United Kingdom","South Africa",710811,"kg",0.54,"g",540,4017.001,"w"
2022-01-01,"Turkey","South Africa",710812,"kg",9859.101,"g",9859101,566656022,"w"
2022-01-01,"USA","South Africa",710812,"kg",7152.505,"g",7152505,440208176,"w"
2022-01-01,"United Kingdom","South Africa",710813,"kg",6916.081,"g",6916081,383723281.85,"w"
2022-01-01,"USA","South Africa",710813,"kg",925.711,"g",925711,56720344,"w"
2023-01-01,"Australia","Kenya",7108,"kg",0.759,NA,NA,44548.557,"w"
2023-01-01,"Australia","Kenya",710813,"kg",0.759,NA,NA,44548.557,"w"
2023-01-01,"Australia","South Africa",7108,"kg",552.562,NA,NA,33523682.865,"w"
2023-01-01,"Austria","South Africa",7108,"kg",24,"kg",24,1564923.318,"w"
2023-01-01,"Bahrain","South Africa",7108,"kg",4.563,NA,NA,276819.765,NA
2023-01-01,"Belgium","South Africa",7108,"kg",1657.859,NA,NA,89373265.626,"w"
2023-01-01,"Botswana","South Africa",7108,NA,NA,NA,NA,93.115,NA
2023-01-01,"Brazil","South Africa",7108,"kg",0.244,NA,NA,4323,"b"
2023-01-01,"Botswana","South Africa",710811,NA,NA,"kg",2,1.097,NA
2023-01-01,"Australia","South Africa",710812,"kg",552.562,NA,NA,33523682.865,"w"
2023-01-01,"Austria","South Africa",710812,"kg",24,"kg",24,1564923.318,"w"
2023-01-01,"Bahrain","South Africa",710812,"kg",4.563,NA,NA,276819.765,NA
2023-01-01,"Belgium","South Africa",710813,"kg",1657.859,NA,NA,89373265.626,"w"
2023-01-01,"Botswana","South Africa",710813,NA,NA,"kg",15,92.017,NA
2023-01-01,"Brazil","South Africa",710813,"kg",0.244,"kg",NA,4323,"b"
2023-01-01,"Czechia","Kenya",7108,"kg",0.225,"g",225,10886,"w"
2023-01-01,"Czechia","Kenya",710811,"kg",0.225,"g",225,10886,"w"
2023-01-01,"Canada","South Africa",7108,"kg",13253.003,"g",13253003,904643412.703,"w"
2023-01-01,"China","South Africa",7108,"kg",167100.977,"g",167100977,10086540485,"b"
2023-01-01,"Cyprus","South Africa",7108,"kg",0.919,"g",919,58611.247,"w"
2023-01-01,"Czechia","South Africa",7108,"kg",0.062,"g",62,4041,"w"
2023-01-01,"Canada","South Africa",710812,"kg",13247.779,"g",13247779,904081167.99,"w"
2023-01-01,"China","South Africa",710812,"kg",160280.59,"g",160280590,9710424312,"b"
2023-01-01,"Canada","South Africa",710813,"kg",5.224,"g",5224,562244.714,"w"
2023-01-01,"China","South Africa",710813,"kg",6820.387,"g",6820387,376116173,"b"
2023-01-01,"Cyprus","South Africa",710813,"kg",0.919,"g",919,58611.247,"w"
2023-01-01,"Czechia","South Africa",710813,"kg",0.062,"g",62,4041,"w"
2023-01-01,"Germany","South Africa",7108,"kg",79.491,"g",79491,4980112.416,"w"
2023-01-01,"China, Hong Kong SAR","South Africa",7108,"kg",20903,"kg",20903,1304825178.552,"b"
2023-01-01,"Germany","South Africa",710812,"kg",79.429,"g",79429,4976217.687,"w"
2023-01-01,"China, Hong Kong SAR","South Africa",710812,"kg",20903,"kg",20903,1304825178.552,"b"
2023-01-01,"Germany","South Africa",710813,"kg",0.062,"g",62,3894.73,"w"
2023-01-01,"Ireland","South Africa",7108,"kg",0.004,"g",4,21.625,"w"
2023-01-01,"Israel","South Africa",7108,"kg",0.034,NA,NA,2000,NA
2023-01-01,"Italy","South Africa",7108,"kg",8403.556,"g",8403556,522862157.267,"w"
2023-01-01,"Mauritius","South Africa",7108,"kg",1,"kg",1,1438.767,NA
2023-01-01,"Italy","South Africa",710812,"kg",8369.25,"g",8369250,521600797.952,"w"
2023-01-01,"Ireland","South Africa",710813,"kg",0.004,"g",4,21.625,"w"
2023-01-01,"Israel","South Africa",710813,"kg",0.034,NA,NA,2000,NA
2023-01-01,"Italy","South Africa",710813,"kg",34.306,"g",34306,1261359.315,"w"
2023-01-01,"Mauritius","South Africa",710813,"kg",1,"kg",1,1438.767,NA
2023-01-01,"Other Asia, nes","South Africa",7108,"kg",2.064,NA,NA,135649.672,NA
2023-01-01,"Namibia","South Africa",7108,NA,NA,NA,NA,1026.032,NA
2023-01-01,"Netherlands","South Africa",7108,"kg",0.004,"g",4,99.477,"w"
2023-01-01,"New Zealand","South Africa",7108,"kg",0.567,"g",567,40462.524,"w"
2023-01-01,"Poland","South Africa",7108,"kg",6.252,"g",6252,387985,"w"
2023-01-01,"Qatar","South Africa",7108,"kg",596.567,NA,NA,36071687.46,NA
2023-01-01,"Saudi Arabia","South Africa",7108,"kg",1085.454,NA,NA,66527500.737,NA
2023-01-01,"Namibia","South Africa",710811,NA,NA,"kg",1,3.545,NA
2023-01-01,"Qatar","South Africa",710811,"kg",103.848,NA,NA,6178660.876,NA
2023-01-01,"Other Asia, nes","South Africa",710812,"kg",2.064,NA,NA,135649.672,NA
2023-01-01,"Namibia","South Africa",710812,NA,NA,"kg",1.4,555.599,NA
2023-01-01,"New Zealand","South Africa",710812,"kg",0.567,"g",567,40462.524,"w"
2023-01-01,"Qatar","South Africa",710812,"kg",492.719,NA,NA,29893026.584,NA
2023-01-01,"Saudi Arabia","South Africa",710812,"kg",1085.454,NA,NA,66527500.737,NA
2023-01-01,"Namibia","South Africa",710813,NA,NA,"kg",133.617,466.887,NA
2023-01-01,"Netherlands","South Africa",710813,"kg",0.004,"g",4,99.477,"w"
2023-01-01,"Poland","South Africa",710813,"kg",6.252,"g",6252,387985,"w"
2023-01-01,"India","South Africa",7108,"kg",77119,"kg",77119,4821498498.281,"b"
