"reporterDesc","partnerDesc","cmdCode","qtyUnitAbbr","qty","altQtyUnitAbbr","altQty","primaryValue","bricsflag","date","gold_price"
"South Africa","Namibia","7108","kg",0.6,"kg",0.6,187.049,NA,2020-08-01,63291.86802
"South Africa","Areas, nes","7108","kg",11860,"kg",11860,688128755.542,NA,2020-08-01,63291.86802
"South Africa","Botswana","710813","kg",0.03,"kg",0.03,4011.189,NA,2020-08-01,63291.86802
"South Africa","Namibia","710813","kg",0.6,"kg",0.6,187.049,NA,2020-08-01,63291.86802
"South Africa","Areas, nes","710813","kg",11860,"kg",11860,688128755.542,NA,2020-08-01,63291.86802
"Kenya","Ethiopia","7108","kg",1,"kg",1,35025.805,NA,2020-09-01,61800.07554
"Kenya","China, Hong Kong SAR","7108","kg",4,"kg",4,227930.492,"b",2020-09-01,61800.07554
"Kenya","Ethiopia","710812","kg",1,"kg",1,35025.805,NA,2020-09-01,61800.07554
"Kenya","China, Hong Kong SAR","710812","kg",4,"kg",4,227930.492,"b",2020-09-01,61800.07554
"South Africa","Botswana","7108","kg",0.06,"kg",0.06,3420.229,NA,2020-09-01,61800.07554
"South Africa","Areas, nes","7108","kg",11578.1,"kg",11578.1,696363411.254,NA,2020-09-01,61800.07554
"South Africa","Botswana","710813","kg",0.06,"kg",0.06,3420.229,NA,2020-09-01,61800.07554
"South Africa","Areas, nes","710813","kg",11578.1,"kg",11578.1,696363411.254,NA,2020-09-01,61800.07554
"Kenya","South Africa","7108",NA,NA,NA,NA,5181422.68,"b",2020-10-01,61095.97521
"Kenya","South Africa","710813",NA,NA,"kg",101755,5181422.68,"b",2020-10-01,61095.97521
"South Africa","Botswana","7108","kg",1.29,"kg",1.29,3811.424,NA,2020-10-01,61095.97521
"South Africa","Namibia","7108","kg",4,"kg",4,13485.516,NA,2020-10-01,61095.97521
"South Africa","Areas, nes","7108","kg",11939.6,"kg",11939.6,717545466.701,NA,2020-10-01,61095.97521
"South Africa","Botswana","710813","kg",1.29,"kg",1.29,3811.424,NA,2020-10-01,61095.97521
"South Africa","Namibia","710813","kg",4,"kg",4,13485.516,NA,2020-10-01,61095.97521
"South Africa","Areas, nes","710813","kg",11939.6,"kg",11939.6,717545466.701,NA,2020-10-01,61095.97521
"Kenya","China, Hong Kong SAR","7108","kg",2,"kg",2,98774.128,"b",2020-11-01,59912.82945
"Kenya","South Africa","7108",NA,NA,NA,NA,128998.445,"b",2020-11-01,59912.82945
"Kenya","United Arab Emirates","7108","kg",5,"kg",5,347385.385,NA,2020-11-01,59912.82945
"Kenya","China, Hong Kong SAR","710812","kg",2,"kg",2,98774.128,"b",2020-11-01,59912.82945
"Kenya","United Arab Emirates","710812","kg",5,"kg",5,347385.385,NA,2020-11-01,59912.82945
"Kenya","South Africa","710813",NA,NA,"kg",2903,128998.445,"b",2020-11-01,59912.82945
"South Africa","Botswana","7108","kg",0.03,"kg",0.03,1813.966,NA,2020-11-01,59912.82945
"South Africa","Areas, nes","7108","kg",12917.4,"kg",12917.4,778769806.176,NA,2020-11-01,59912.82945
"South Africa","Botswana","710813","kg",0.03,"kg",0.03,1813.966,NA,2020-11-01,59912.82945
"South Africa","Areas, nes","710813","kg",12917.4,"kg",12917.4,778769806.176,NA,2020-11-01,59912.82945
"Kenya","Cyprus","7108","kg",1,"kg",1,48551.745,"w",2020-12-01,59671.6992
"Kenya","South Africa","7108",NA,NA,NA,NA,419632.597,"b",2020-12-01,59671.6992
"Kenya","United Arab Emirates","7108","kg",1,"kg",1,54391.285,NA,2020-12-01,59671.6992
"Kenya","Cyprus","710812","kg",1,"kg",1,48551.745,"w",2020-12-01,59671.6992
"Kenya","United Arab Emirates","710812","kg",1,"kg",1,54391.285,NA,2020-12-01,59671.6992
"Kenya","South Africa","710813",NA,NA,"kg",9459,419632.597,"b",2020-12-01,59671.6992
"Kenya","South Africa","7108",NA,NA,NA,NA,398387.525,"b",2021-01-01,60025.3569
"Kenya","South Africa","710813",NA,NA,"g",8570000,398387.525,"b",2021-01-01,60025.3569
"South Africa","Areas, nes","7108","kg",6659.53,"kg",6659.53,389663102.7,NA,2021-01-01,60025.3569
"South Africa","Areas, nes","710813","kg",6659.53,"kg",6659.53,389663102.7,NA,2021-01-01,60025.3569
"Kenya","South Africa","7108",NA,NA,NA,NA,1203294.433,"b",2021-02-01,58134.89574
"Kenya","Switzerland","7108",NA,NA,NA,NA,210036.423,"w",2021-02-01,58134.89574
"Kenya","South Africa","710813",NA,NA,"g",24535000,1203294.433,"b",2021-02-01,58134.89574
"Kenya","Switzerland","710813",NA,NA,"g",4758000,210036.423,"w",2021-02-01,58134.89574
"South Africa","Areas, nes","7108","kg",13087.7,"kg",13087.7,749271374.826,NA,2021-02-01,58134.89574
"South Africa","Areas, nes","710813","kg",13087.7,"kg",13087.7,749271374.826,NA,2021-02-01,58134.89574
"Kenya","China, Hong Kong SAR","7108",NA,NA,NA,NA,49112.531,"b",2021-03-01,55241.33274
"Kenya","Switzerland","7108",NA,NA,NA,NA,313259.294,"w",2021-03-01,55241.33274
"Kenya","China, Hong Kong SAR","710813",NA,NA,"g",1008210,49112.531,"b",2021-03-01,55241.33274
"Kenya","Switzerland","710813",NA,NA,"g",7335000,313259.294,"w",2021-03-01,55241.33274
"South Africa","Namibia","7108",NA,NA,NA,NA,1201.882,NA,2021-03-01,55241.33274
"South Africa","Areas, nes","7108","kg",12056.3,"kg",12056.3,652724857.833,NA,2021-03-01,55241.33274
"South Africa","Namibia","710811",NA,NA,"kg",65.09,1188.677,NA,2021-03-01,55241.33274
"South Africa","Namibia","710813",NA,NA,"kg",0.63,13.205,NA,2021-03-01,55241.33274
"South Africa","Areas, nes","710813","kg",12056.3,"kg",12056.3,652724857.833,NA,2021-03-01,55241.33274
"Kenya","Cameroon","7108","kg",1,"g",1000,64206.764,NA,2021-04-01,56639.88819
"Kenya","Dem. Rep. of the Congo","7108",NA,NA,NA,NA,139007.306,NA,2021-04-01,56639.88819
"Kenya","Switzerland","7108",NA,NA,NA,NA,143976.531,"w",2021-04-01,56639.88819
"Kenya","United Arab Emirates","7108","kg",1,"g",1000,26136.728,NA,2021-04-01,56639.88819
"Kenya","Cameroon","710812","kg",1,"g",1000,64206.764,NA,2021-04-01,56639.88819
"Kenya","United Arab Emirates","710812","kg",1,"g",1000,26136.728,NA,2021-04-01,56639.88819
"Kenya","Dem. Rep. of the Congo","710813",NA,NA,"g",3223000,139007.306,NA,2021-04-01,56639.88819
"Kenya","Switzerland","710813",NA,NA,"g",3268000,143976.531,"w",2021-04-01,56639.88819
"South Africa","Namibia","7108","kg",1,"kg",1,8850.717,NA,2021-04-01,56639.88819
"South Africa","Areas, nes","7108","kg",7510.62,"kg",7510.62,418926561.633,NA,2021-04-01,56639.88819
"South Africa","Namibia","710813","kg",1,"kg",1,8850.717,NA,2021-04-01,56639.88819
"South Africa","Areas, nes","710813","kg",7510.62,"kg",7510.62,418926561.633,NA,2021-04-01,56639.88819
"Kenya","Switzerland","7108",NA,NA,NA,NA,240981.742,"w",2021-05-01,59581.67724
"Kenya","Switzerland","710813",NA,NA,"g",5374000,240981.742,"w",2021-05-01,59581.67724
"South Africa","Namibia","7108","kg",0.25,"kg",0.25,668.411,NA,2021-05-01,59581.67724
"South Africa","Eswatini","7108",NA,NA,NA,NA,89.188,NA,2021-05-01,59581.67724
"South Africa","Areas, nes","7108","kg",9674.4,"kg",9674.4,572404794.154,NA,2021-05-01,59581.67724
"South Africa","Eswatini","710812",NA,NA,"kg",1,89.188,NA,2021-05-01,59581.67724
"South Africa","Namibia","710813","kg",0.25,"kg",0.25,668.411,NA,2021-05-01,59581.67724
"South Africa","Areas, nes","710813","kg",9674.4,"kg",9674.4,572404794.154,NA,2021-05-01,59581.67724
"Kenya","Switzerland","7108",NA,NA,NA,NA,1035360.159,"w",2021-06-01,58983.67422
"Kenya","United Arab Emirates","7108","kg",1,"g",1000,56222.575,NA,2021-06-01,58983.67422
"Kenya","United Arab Emirates","710812","kg",1,"g",1000,56222.575,NA,2021-06-01,58983.67422
"Kenya","Switzerland","710813",NA,NA,"g",22212000,1035360.159,"w",2021-06-01,58983.67422
"South Africa","Namibia","7108","kg",31.19,"kg",31.19,18939.158,NA,2021-06-01,58983.67422
"South Africa","Areas, nes","7108","kg",13460.2,"kg",13460.2,788897735.153,NA,2021-06-01,58983.67422
"South Africa","Namibia","710813","kg",31.19,"kg",31.19,18939.158,NA,2021-06-01,58983.67422
"South Africa","Areas, nes","710813","kg",13460.2,"kg",13460.2,788897735.153,NA,2021-06-01,58983.67422
"Kenya","Switzerland","7108",NA,NA,NA,NA,578895.152,"w",2021-07-01,58099.52997
"Kenya","United Arab Emirates","7108","kg",1,"g",1000,51956.028,NA,2021-07-01,58099.52997
"Kenya","USA","7108","kg",0.05,"g",50,2892.157,"w",2021-07-01,58099.52997
"Kenya","United Arab Emirates","710812","kg",1,"g",1000,51956.028,NA,2021-07-01,58099.52997
"Kenya","USA","710812","kg",0.05,"g",50,2892.157,"w",2021-07-01,58099.52997
"Kenya","Switzerland","710813",NA,NA,"g",12629000,578895.152,"w",2021-07-01,58099.52997
"South Africa","Namibia","7108","kg",2,"kg",2,759.447,NA,2021-07-01,58099.52997
"South Africa","Areas, nes","7108","kg",9987.25,"kg",9987.25,577684928.289,NA,2021-07-01,58099.52997
"South Africa","Namibia","710813","kg",2,"kg",2,759.447,NA,2021-07-01,58099.52997
"South Africa","Areas, nes","710813","kg",9987.25,"kg",9987.25,577684928.289,NA,2021-07-01,58099.52997
"Kenya","South Africa","7108","kg",4.22,"g",4220,6012.891,"b",2021-08-01,57356.8488
"Kenya","Switzerland","7108","kg",11.814,"g",11814,544562.14,"w",2021-08-01,57356.8488
"Kenya","South Africa","710813","kg",4.22,"g",4220,6012.891,"b",2021-08-01,57356.8488
"Kenya","Switzerland","710813","kg",11.814,"g",11814,544562.14,"w",2021-08-01,57356.8488
"South Africa","Namibia","7108","kg",4.06,"kg",4.06,8307.332,NA,2021-08-01,57356.8488
"South Africa","Areas, nes","7108","kg",8655.34,"kg",8655.34,492528105.371,NA,2021-08-01,57356.8488
"South Africa","Namibia","710813","kg",4.06,"kg",4.06,8307.332,NA,2021-08-01,57356.8488
"South Africa","Areas, nes","710813","kg",8655.34,"kg",8655.34,492528105.371,NA,2021-08-01,57356.8488
"Kenya","China, Hong Kong SAR","7108","kg",5,"g",5000,205355.382,"b",2021-09-01,57141.43911
"Kenya","Switzerland","7108","kg",19.842,"g",19842,744176.171,"w",2021-09-01,57141.43911
"Kenya","United Arab Emirates","7108","kg",4.987,"g",4987.2,191363.247,NA,2021-09-01,57141.43911
"Kenya","USA","7108","kg",0.204,"g",204,8532.81,"w",2021-09-01,57141.43911
"Kenya","China, Hong Kong SAR","710812","kg",5,"g",5000,205355.382,"b",2021-09-01,57141.43911
"Kenya","United Arab Emirates","710812","kg",4.987,"g",4987.2,191363.247,NA,2021-09-01,57141.43911
"Kenya","USA","710812","kg",0.204,"g",204,8532.81,"w",2021-09-01,57141.43911
"Kenya","Switzerland","710813","kg",19.842,"g",19842,744176.171,"w",2021-09-01,57141.43911
"South Africa","Namibia","7108",NA,NA,NA,NA,19457.378,NA,2021-09-01,57141.43911
"South Africa","Areas, nes","7108","kg",12773,"kg",12773,727501643.585,NA,2021-09-01,57141.43911
"South Africa","Namibia","710811",NA,NA,"kg",5,222.194,NA,2021-09-01,57141.43911
"South Africa","Namibia","710812",NA,NA,"kg",12.2,1699.865,NA,2021-09-01,57141.43911
"South Africa","Namibia","710813",NA,NA,"kg",141.76,17535.319,NA,2021-09-01,57141.43911
"South Africa","Areas, nes","710813","kg",12773,"kg",12773,727501643.585,NA,2021-09-01,57141.43911
"Kenya","South Africa","7108","kg",46.077,"g",46077,2212311.27,"b",2021-10-01,57128.57883
"Kenya","Switzerland","7108","kg",19.082,"g",19082,886562.256,"w",2021-10-01,57128.57883
"Kenya","South Africa","710813","kg",46.077,"g",46077,2212311.27,"b",2021-10-01,57128.57883
"Kenya","Switzerland","710813","kg",19.082,"g",19082,886562.256,"w",2021-10-01,57128.57883
"South Africa","Botswana","7108",NA,NA,NA,NA,172.761,NA,2021-10-01,57128.57883
"South Africa","Namibia","7108","kg",21.47,"kg",21.47,76126.064,NA,2021-10-01,57128.57883
"South Africa","Eswatini","7108",NA,NA,NA,NA,8.547,NA,2021-10-01,57128.57883
"South Africa","Areas, nes","7108","kg",9124.98,"kg",9124.98,517215310.183,NA,2021-10-01,57128.57883
"South Africa","Botswana","710811",NA,NA,"kg",2,0.673,NA,2021-10-01,57128.57883
"South Africa","Namibia","710812","kg",5.8,"kg",5.8,40098.101,NA,2021-10-01,57128.57883
"South Africa","Eswatini","710812",NA,NA,"kg",70,8.547,NA,2021-10-01,57128.57883
"South Africa","Botswana","710813",NA,NA,"kg",121.95,172.088,NA,2021-10-01,57128.57883
"South Africa","Namibia","710813","kg",15.67,"kg",15.67,36027.963,NA,2021-10-01,57128.57883
"South Africa","Areas, nes","710813","kg",9124.98,"kg",9124.98,517215310.183,NA,2021-10-01,57128.57883
"Kenya","South Africa","7108","kg",44.99,"g",44989.9,2273226.879,"b",2021-11-01,58520.70414
"Kenya","Switzerland","7108","kg",14.291,"g",14291,618511.39,"w",2021-11-01,58520.70414
"Kenya","South Africa","710813","kg",44.99,"g",44989.9,2273226.879,"b",2021-11-01,58520.70414
"Kenya","Switzerland","710813","kg",14.291,"g",14291,618511.39,"w",2021-11-01,58520.70414
"South Africa","Namibia","7108","kg",1.063,NA,NA,18617.948,NA,2021-11-01,58520.70414
"South Africa","Areas, nes","7108","kg",13673.5,"kg",13673.5,793177127.118,NA,2021-11-01,58520.70414
"South Africa","Namibia","710811",NA,NA,"kg",1,235.551,NA,2021-11-01,58520.70414
"South Africa","Namibia","710812","kg",1,"kg",1,14941.249,NA,2021-11-01,58520.70414
"South Africa","Namibia","710813",NA,NA,"kg",17.33,3441.147,NA,2021-11-01,58520.70414
"South Africa","Areas, nes","710813","kg",13673.5,"kg",13673.5,793177127.118,NA,2021-11-01,58520.70414
"Kenya","Germany","7108","kg",1,"g",1000,1803.07,"w",2021-12-01,57443.65569
"Kenya","South Africa","7108","kg",50.568,"g",50568.4,2453920.737,"b",2021-12-01,57443.65569
"Kenya","Switzerland","7108","kg",16.203,"g",16203,658233.69,"w",2021-12-01,57443.65569
"Kenya","Germany","710812","kg",1,"g",1000,1803.07,"w",2021-12-01,57443.65569
"Kenya","South Africa","710813","kg",50.568,"g",50568.4,2453920.737,"b",2021-12-01,57443.65569
"Kenya","Switzerland","710813","kg",16.203,"g",16203,658233.69,"w",2021-12-01,57443.65569
"South Africa","Areas, nes","7108","kg",10893.9,"kg",10893.9,627385972.541,NA,2021-12-01,57443.65569
"South Africa","Areas, nes","710813","kg",10893.9,"kg",10893.9,627385972.541,NA,2021-12-01,57443.65569
"Kenya","South Africa","7108","kg",34.045,"g",34045.3,1728322.199,"b",2022-01-01,58411.39176
"Kenya","Switzerland","7108","kg",15.646,"g",15646,724483.221,"w",2022-01-01,58411.39176
"Kenya","South Africa","710813","kg",34.045,"g",34045.3,1728322.199,"b",2022-01-01,58411.39176
"Kenya","Switzerland","710813","kg",15.646,"g",15646,724483.221,"w",2022-01-01,58411.39176
"South Africa","Namibia","7108","kg",0.78,"kg",0.78,11995.414,NA,2022-01-01,58411.39176
"South Africa","Areas, nes","7108","kg",8297.19,"kg",8297.19,483726486.328,NA,2022-01-01,58411.39176
"South Africa","Namibia","710812","kg",0.78,"kg",0.78,11995.414,NA,2022-01-01,58411.39176
"South Africa","Areas, nes","710813","kg",8297.19,"kg",8297.19,483726486.328,NA,2022-01-01,58411.39176
"Kenya","China, Hong Kong SAR","7108","kg",1,"g",1000,58836.62,"b",2022-02-01,59681.34441
"Kenya","Switzerland","7108","kg",16.982,"g",16982,786838.118,"w",2022-02-01,59681.34441
"Kenya","United Arab Emirates","7108","kg",1.997,"g",1997,113101.291,NA,2022-02-01,59681.34441
"Kenya","USA","7108","kg",1.926,"g",1926,117516.476,"w",2022-02-01,59681.34441
"Kenya","China, Hong Kong SAR","710812","kg",1,"g",1000,58836.62,"b",2022-02-01,59681.34441
"Kenya","United Arab Emirates","710812","kg",1.997,"g",1997,113101.291,NA,2022-02-01,59681.34441
"Kenya","USA","710812","kg",1.926,"g",1926,117516.476,"w",2022-02-01,59681.34441
"Kenya","Switzerland","710813","kg",16.982,"g",16982,786838.118,"w",2022-02-01,59681.34441
"South Africa","Namibia","7108","kg",2.56,"kg",2.56,3198.697,NA,2022-02-01,59681.34441
"South Africa","Areas, nes","7108","kg",5680.11,"kg",5680.11,333465130.731,NA,2022-02-01,59681.34441
"South Africa","Namibia","710811","kg",0.56,"kg",0.56,422.917,NA,2022-02-01,59681.34441
"South Africa","Namibia","710813","kg",2,"kg",2,2775.78,NA,2022-02-01,59681.34441
"South Africa","Areas, nes","710813","kg",5680.11,"kg",5680.11,333465130.731,NA,2022-02-01,59681.34441
"Kenya","Germany","7108","kg",0.106,"g",106,5352.327,"w",2022-03-01,62623.13346
"Kenya","South Africa","7108","kg",91.601,"g",91600.7,4930244.63,"b",2022-03-01,62623.13346
"Kenya","Switzerland","7108","kg",22.41,"g",22410,1084012.509,"w",2022-03-01,62623.13346
"Kenya","United Arab Emirates","7108","kg",1.006,"g",1006,46894.861,NA,2022-03-01,62623.13346
"Kenya","Germany","710812","kg",0.106,"g",106,5352.327,"w",2022-03-01,62623.13346
"Kenya","United Arab Emirates","710812","kg",1.006,"g",1006,46894.861,NA,2022-03-01,62623.13346
"Kenya","South Africa","710813","kg",91.601,"g",91600.7,4930244.63,"b",2022-03-01,62623.13346
"Kenya","Switzerland","710813","kg",22.41,"g",22410,1084012.509,"w",2022-03-01,62623.13346
"South Africa","Namibia","7108","kg",1,"kg",1,1321.151,NA,2022-03-01,62623.13346
"South Africa","Areas, nes","7108","kg",6919.87,"kg",6919.87,434185956.937,NA,2022-03-01,62623.13346
"South Africa","Namibia","710812","kg",1,"kg",1,1321.151,NA,2022-03-01,62623.13346
"South Africa","Areas, nes","710813","kg",6919.87,"kg",6919.87,434185956.937,NA,2022-03-01,62623.13346
"Kenya","United Kingdom","7108","kg",0.835,"g",834.8,403444.902,"w",2022-04-01,62176.23873
"Kenya","United Kingdom","710813","kg",0.835,"g",834.8,403444.902,"w",2022-04-01,62176.23873
"South Africa","Namibia","7108","kg",0.17,"kg",0.17,1591.835,NA,2022-04-01,62176.23873
"South Africa","Areas, nes","7108","kg",6839.87,"kg",6839.87,420860192.188,NA,2022-04-01,62176.23873
"South Africa","Namibia","710813","kg",0.17,"kg",0.17,1591.835,NA,2022-04-01,62176.23873
"South Africa","Areas, nes","710813","kg",6839.87,"kg",6839.87,420860192.188,NA,2022-04-01,62176.23873
"Kenya","South Africa","7108","kg",45.873,"g",45873.2,2321886.746,"b",2022-05-01,59424.13881
"Kenya","Switzerland","7108","kg",13.718,"g",13718,636256.129,"w",2022-05-01,59424.13881
"Kenya","South Africa","710813","kg",45.873,"g",45873.2,2321886.746,"b",2022-05-01,59424.13881
"Kenya","Switzerland","710813","kg",13.718,"g",13718,636256.129,"w",2022-05-01,59424.13881
"South Africa","Botswana","7108",NA,NA,NA,NA,359.662,NA,2022-05-01,59424.13881
"South Africa","Areas, nes","7108","kg",7926.41,"kg",7926.41,469833029.337,NA,2022-05-01,59424.13881
"South Africa","Botswana","710811",NA,NA,"kg",20,359.662,NA,2022-05-01,59424.13881
"South Africa","Areas, nes","710813","kg",7926.41,"kg",7926.41,469833029.337,NA,2022-05-01,59424.13881
"Kenya","Rep. of Korea","7108","kg",10,"g",10000,584340.192,"w",2022-06-01,58957.95366
"Kenya","Slovenia","7108","kg",0.156,"g",155.6,8411.214,"w",2022-06-01,58957.95366
"Kenya","South Africa","7108","kg",34.525,"g",34525.2,1727360.631,"b",2022-06-01,58957.95366
"Kenya","Switzerland","7108","kg",10.478,"g",10478,460323.962,"w",2022-06-01,58957.95366
"Kenya","Turkey","7108","kg",0.036,"g",36.1,2063.693,"w",2022-06-01,58957.95366
"Kenya","Rep. of Korea","710812","kg",10,"g",10000,584340.192,"w",2022-06-01,58957.95366
"Kenya","Slovenia","710812","kg",0.156,"g",155.6,8411.214,"w",2022-06-01,58957.95366
"Kenya","Turkey","710812","kg",0.036,"g",36.1,2063.693,"w",2022-06-01,58957.95366
"Kenya","South Africa","710813","kg",34.525,"g",34525.2,1727360.631,"b",2022-06-01,58957.95366
"Kenya","Switzerland","710813","kg",10.478,"g",10478,460323.962,"w",2022-06-01,58957.95366
"South Africa","Namibia","7108","kg",4,"kg",4,10345.405,NA,2022-06-01,58957.95366
"South Africa","Eswatini","7108",NA,NA,NA,NA,96.822,NA,2022-06-01,58957.95366
"South Africa","Areas, nes","7108","kg",10704.3,"kg",10704.3,632573454.177,NA,2022-06-01,58957.95366
"South Africa","Namibia","710813","kg",4,"kg",4,10345.405,NA,2022-06-01,58957.95366
"South Africa","Eswatini","710813",NA,NA,"kg",4.19,96.822,NA,2022-06-01,58957.95366
"South Africa","Areas, nes","710813","kg",10704.3,"kg",10704.3,632573454.177,NA,2022-06-01,58957.95366
"Kenya","Germany","7108","kg",0.16,"g",160.3,7902.465,"w",2022-07-01,55826.47548
"Kenya","Nigeria","7108","kg",1,"g",1000,55022.734,NA,2022-07-01,55826.47548
"Kenya","South Africa","7108","kg",109.393,"g",109393,5257310.627,"b",2022-07-01,55826.47548
"Kenya","United Arab Emirates","7108","kg",16.664,"g",16664,673891.944,NA,2022-07-01,55826.47548
"Kenya","Germany","710812","kg",0.16,"g",160.3,7902.465,"w",2022-07-01,55826.47548
"Kenya","Nigeria","710812","kg",1,"g",1000,55022.734,NA,2022-07-01,55826.47548
"Kenya","United Arab Emirates","710812","kg",2.088,"g",2088,96941.04,NA,2022-07-01,55826.47548
"Kenya","South Africa","710813","kg",109.393,"g",109393,5257310.627,"b",2022-07-01,55826.47548
"Kenya","United Arab Emirates","710813","kg",14.576,"g",14576,576950.904,NA,2022-07-01,55826.47548
"South Africa","Namibia","7108","kg",3,"kg",3,3103.987,NA,2022-07-01,55826.47548
"South Africa","Eswatini","7108",NA,NA,NA,NA,20.777,NA,2022-07-01,55826.47548
"South Africa","Areas, nes","7108","kg",8751.22,"kg",8751.22,493909481.637,NA,2022-07-01,55826.47548
"South Africa","Namibia","710811","kg",3,"kg",3,3103.987,NA,2022-07-01,55826.47548
"South Africa","Eswatini","710813",NA,NA,"kg",10,20.777,NA,2022-07-01,55826.47548
"South Africa","Areas, nes","710813","kg",8751.22,"kg",8751.22,493909481.637,NA,2022-07-01,55826.47548
"Kenya","South Africa","7108","kg",36.661,"g",36661.3,1691054.464,"b",2022-08-01,56768.49099
"Kenya","United Arab Emirates","7108","kg",5.038,"g",5038,215790.554,NA,2022-08-01,56768.49099
"Kenya","United Arab Emirates","710812","kg",1,"g",1000,37220.704,NA,2022-08-01,56768.49099
"Kenya","South Africa","710813","kg",36.661,"g",36661.3,1691054.464,"b",2022-08-01,56768.49099
"Kenya","United Arab Emirates","710813","kg",4.038,"g",4038,178569.85,NA,2022-08-01,56768.49099
"South Africa","Namibia","7108","kg",4.84,"kg",4.84,12655.336,NA,2022-08-01,56768.49099
"South Africa","Areas, nes","7108","kg",5496.74,"kg",5496.74,311816363.075,NA,2022-08-01,56768.49099
"South Africa","Namibia","710811","kg",4.84,"kg",4.84,12655.336,NA,2022-08-01,56768.49099
"South Africa","Areas, nes","710813","kg",5496.74,"kg",5496.74,311816363.075,NA,2022-08-01,56768.49099
"Kenya","South Africa","7108","kg",67.352,"g",67352.2,3051844.382,"b",2022-09-01,54109.6281
"Kenya","Spain","7108","kg",1,"g",1000,52039.072,"w",2022-09-01,54109.6281
"Kenya","United Arab Emirates","7108","kg",16.896,"g",16896,655209.159,NA,2022-09-01,54109.6281
"Kenya","Spain","710812","kg",1,"g",1000,52039.072,"w",2022-09-01,54109.6281
"Kenya","South Africa","710813","kg",67.352,"g",67352.2,3051844.382,"b",2022-09-01,54109.6281
"Kenya","United Arab Emirates","710813","kg",16.896,"g",16896,655209.159,NA,2022-09-01,54109.6281
"South Africa","Namibia","7108","kg",35.68,"kg",35.68,91828.9,NA,2022-09-01,54109.6281
"South Africa","Eswatini","7108",NA,NA,NA,NA,69.63,NA,2022-09-01,54109.6281
"South Africa","Areas, nes","7108","kg",7610.34,"kg",7610.34,410757225.998,NA,2022-09-01,54109.6281
"South Africa","Namibia","710811","kg",35.68,"kg",35.68,91828.9,NA,2022-09-01,54109.6281
"South Africa","Eswatini","710812",NA,NA,"kg",5,69.63,NA,2022-09-01,54109.6281
"South Africa","Areas, nes","710813","kg",7610.34,"kg",7610.34,410757225.998,NA,2022-09-01,54109.6281
"Kenya","United Arab Emirates","7108","kg",17.538,"g",17538,646262.435,NA,2022-10-01,53514.84015
"Kenya","United Arab Emirates","710812","kg",1.5,"g",1500,71961.846,NA,2022-10-01,53514.84015
"Kenya","United Arab Emirates","710813","kg",16.038,"g",16038,574300.59,NA,2022-10-01,53514.84015
"South Africa","Namibia","7108",NA,NA,NA,NA,23084.814,NA,2022-10-01,53514.84015
"South Africa","Areas, nes","7108","kg",8562.22,"kg",8562.22,457188800.46,NA,2022-10-01,53514.84015
"South Africa","Namibia","710811",NA,NA,"kg",8,23084.814,NA,2022-10-01,53514.84015
"South Africa","Areas, nes","710813","kg",8562.22,"kg",8562.22,457188800.46,NA,2022-10-01,53514.84015
"Kenya","Paraguay","7108","kg",0.5,"g",500,438.716,NA,2022-11-01,55508.18355
"Kenya","South Africa","7108","kg",50.447,"g",50446.6,2305736.126,"b",2022-11-01,55508.18355
"Kenya","United Arab Emirates","7108","kg",14.594,"g",14594,560912.067,NA,2022-11-01,55508.18355
"Kenya","Paraguay","710812","kg",0.5,"g",500,438.716,NA,2022-11-01,55508.18355
"Kenya","United Arab Emirates","710812","kg",1,"g",1000,49325.555,NA,2022-11-01,55508.18355
"Kenya","South Africa","710813","kg",50.447,"g",50446.6,2305736.126,"b",2022-11-01,55508.18355
"Kenya","United Arab Emirates","710813","kg",13.594,"g",13594,511586.512,NA,2022-11-01,55508.18355
"South Africa","Namibia","7108","kg",2,"kg",2,3042.344,NA,2022-11-01,55508.18355
"South Africa","Areas, nes","7108","kg",6521.5,"kg",6521.5,360188858.616,NA,2022-11-01,55508.18355
"South Africa","Namibia","710811","kg",1,"kg",1,1314.617,NA,2022-11-01,55508.18355
"South Africa","Namibia","710813","kg",1,"kg",1,1727.727,NA,2022-11-01,55508.18355
"South Africa","Areas, nes","710813","kg",6521.5,"kg",6521.5,360188858.616,NA,2022-11-01,55508.18355
"Kenya","Italy","7108","kg",1,"g",1000,45983.782,"w",2022-12-01,57765.16269
"Kenya","Rep. of Korea","7108","kg",1,"g",1000,46490.974,"w",2022-12-01,57765.16269
"Kenya","South Africa","7108","kg",23.014,"g",23014.1,1136544.719,"b",2022-12-01,57765.16269
"Kenya","United Arab Emirates","7108","kg",7.564,"g",7564,357469.823,NA,2022-12-01,57765.16269
"Kenya","Italy","710812","kg",1,"g",1000,45983.782,"w",2022-12-01,57765.16269
"Kenya","Rep. of Korea","710812","kg",1,"g",1000,46490.974,"w",2022-12-01,57765.16269
"Kenya","South Africa","710813","kg",23.014,"g",23014.1,1136544.719,"b",2022-12-01,57765.16269
"Kenya","United Arab Emirates","710813","kg",7.564,"g",7564,357469.823,NA,2022-12-01,57765.16269
"South Africa","Botswana","7108",NA,NA,NA,NA,115.382,NA,2022-12-01,57765.16269
"South Africa","Namibia","7108","kg",1.94,"kg",1.94,5796.876,NA,2022-12-01,57765.16269
"South Africa","Areas, nes","7108","kg",8096.81,"kg",8096.81,461783319.989,NA,2022-12-01,57765.16269
