"reporterDesc","partnerDesc","cmdCode","qtyUnitAbbr","qty","altQtyUnitAbbr","altQty","primaryValue","bricsflag","date","gold_price"
"South Africa","Namibia","710811","kg",0.94,"kg",0.94,4156.067,NA,2022-12-01,57765.16269
"South Africa","Botswana","710812",NA,NA,"kg",450,115.382,NA,2022-12-01,57765.16269
"South Africa","Namibia","710813","kg",1,"kg",1,1640.809,NA,2022-12-01,57765.16269
"South Africa","Areas, nes","710813","kg",8096.81,"kg",8096.81,461783319.989,NA,2022-12-01,57765.16269
"Kenya","South Africa","7108","kg",35.227,"g",35226.7,1820840.551,"b",2023-01-01,61041.31902
"Kenya","South Africa","710813","kg",35.227,"g",35226.7,1820840.551,"b",2023-01-01,61041.31902
"South Africa","Areas, nes","7108","kg",235794,"kg",235794,438220240.182,NA,2023-01-01,61041.31902
"South Africa","Areas, nes","710813","kg",235794,"kg",235794,438220240.182,NA,2023-01-01,61041.31902
"Kenya","South Africa","7108","kg",34.958,"g",34957.8,1697957.99,"b",2023-02-01,59623.47315
"Kenya","United Arab Emirates","7108","kg",2,"g",2000,81823.246,NA,2023-02-01,59623.47315
"Kenya","United Arab Emirates","710812","kg",2,"g",2000,81823.246,NA,2023-02-01,59623.47315
"Kenya","South Africa","710813","kg",34.958,"g",34957.8,1697957.99,"b",2023-02-01,59623.47315
"South Africa","Areas, nes","7108","kg",7348.16,"kg",7348.16,435802039.503,NA,2023-02-01,59623.47315
"South Africa","Areas, nes","710813","kg",7348.16,"kg",7348.16,435802039.503,NA,2023-02-01,59623.47315
"Kenya","South Africa","7108","kg",34.98,"g",34980,1744543.982,"b",2023-03-01,61494.64389
"Kenya","United Arab Emirates","7108","kg",10.74,"g",10740,530464.982,NA,2023-03-01,61494.64389
"Kenya","South Africa","710813","kg",34.98,"g",34980,1744543.982,"b",2023-03-01,61494.64389
"Kenya","United Arab Emirates","710813","kg",10.74,"g",10740,530464.982,NA,2023-03-01,61494.64389
"South Africa","Namibia","7108",NA,NA,NA,NA,73.011,NA,2023-03-01,61494.64389
"South Africa","Areas, nes","7108","kg",13333.3,"kg",13333.3,808139520.225,NA,2023-03-01,61494.64389
"South Africa","Namibia","710813",NA,NA,"kg",10,73.011,NA,2023-03-01,61494.64389
"South Africa","Areas, nes","710813","kg",13333.3,"kg",13333.3,808139520.225,NA,2023-03-01,61494.64389
"South Africa","Namibia","7108","kg",0.78,"kg",0.78,297.779,NA,2023-04-01,64314.26028
"South Africa","Eswatini","7108",NA,NA,NA,NA,91.045,NA,2023-04-01,64314.26028
"South Africa","Areas, nes","7108","kg",8669.11,"kg",8669.11,553458665.522,NA,2023-04-01,64314.26028
"South Africa","Eswatini","710811",NA,NA,"kg",5,18.374,NA,2023-04-01,64314.26028
"South Africa","Eswatini","710812",NA,NA,"kg",2,72.671,NA,2023-04-01,64314.26028
"South Africa","Namibia","710813","kg",0.78,"kg",0.78,297.779,NA,2023-04-01,64314.26028
"South Africa","Areas, nes","710813","kg",8669.11,"kg",8669.11,553458665.522,NA,2023-04-01,64314.26028
"Kenya","South Africa","7108","kg",83.329,"g",83329.1,4298996.195,"b",2023-05-01,63986.32314
"Kenya","South Africa","710813","kg",83.329,"g",83329.1,4298996.195,"b",2023-05-01,63986.32314
"South Africa","Namibia","7108","kg",4.62,"kg",4.62,3276.669,NA,2023-05-01,63986.32314
"South Africa","Areas, nes","7108","kg",5195.2,"kg",5195.2,326551253.096,NA,2023-05-01,63986.32314
"South Africa","Namibia","710813","kg",4.62,"kg",4.62,3276.669,NA,2023-05-01,63986.32314
"South Africa","Areas, nes","710813","kg",5195.2,"kg",5195.2,326551253.096,NA,2023-05-01,63986.32314
"South Africa","Botswana","7108",NA,NA,NA,NA,359.245,NA,2023-06-01,62465.59503
"South Africa","Areas, nes","7108","kg",6250.51,"kg",6250.51,390228950.748,NA,2023-06-01,62465.59503
"South Africa","Botswana","710811",NA,NA,"kg",101,359.245,NA,2023-06-01,62465.59503
"South Africa","Areas, nes","710813","kg",6250.51,"kg",6250.51,390228950.748,NA,2023-06-01,62465.59503
"Kenya","South Africa","7108","kg",37.638,"g",37637.9,1942007.94,"b",2023-07-01,62658.49923
"Kenya","South Africa","710813","kg",37.638,"g",37637.9,1942007.94,"b",2023-07-01,62658.49923
"South Africa","Areas, nes","7108","kg",10837.5,"kg",10837.5,678884219.264,NA,2023-07-01,62658.49923
"South Africa","Areas, nes","710813","kg",10837.5,"kg",10837.5,678884219.264,NA,2023-07-01,62658.49923
"Kenya","South Africa","7108","kg",107.711,"g",107711,5403103.955,"b",2023-08-01,61729.344
"Kenya","United Arab Emirates","7108","kg",2.9,"g",2900,170903.019,NA,2023-08-01,61729.344
"Kenya","United Arab Emirates","710812","kg",2.9,"g",2900,170903.019,NA,2023-08-01,61729.344
"Kenya","South Africa","710813","kg",107.711,"g",107711,5403103.955,"b",2023-08-01,61729.344
"South Africa","Lesotho","7108",NA,NA,NA,NA,10.611,NA,2023-08-01,61729.344
"South Africa","Areas, nes","7108","kg",8308.79,"kg",8308.79,511454716.769,NA,2023-08-01,61729.344
"South Africa","Lesotho","710813",NA,NA,"kg",2,10.611,NA,2023-08-01,61729.344
"South Africa","Areas, nes","710813","kg",8308.79,"kg",8308.79,511454716.769,NA,2023-08-01,61729.344
"Kenya","Japan","7108","kg",1.984,"g",1984,123583.727,"w",2023-09-01,61632.8919
"Kenya","Japan","710812","kg",1.984,"g",1984,123583.727,"w",2023-09-01,61632.8919
"South Africa","Areas, nes","7108","kg",8576.93,"kg",8576.93,526207730.795,NA,2023-09-01,61632.8919
"South Africa","Areas, nes","710813","kg",8576.93,"kg",8576.93,526207730.795,NA,2023-09-01,61632.8919
"Kenya","South Africa","7108","kg",37.966,"g",37966.4,1815409.903,"b",2023-10-01,61504.2891
"Kenya","United Arab Emirates","7108","kg",0.367,"g",366.7,13453.071,NA,2023-10-01,61504.2891
"Kenya","South Africa","710813","kg",37.966,"g",37966.4,1815409.903,"b",2023-10-01,61504.2891
"Kenya","United Arab Emirates","710813","kg",0.367,"g",366.7,13453.071,NA,2023-10-01,61504.2891
"South Africa","Botswana","7108",NA,NA,NA,NA,0.525,NA,2023-10-01,61504.2891
"South Africa","Namibia","7108",NA,NA,NA,NA,0.525,NA,2023-10-01,61504.2891
"South Africa","Eswatini","7108",NA,NA,NA,NA,151.066,NA,2023-10-01,61504.2891
"South Africa","Areas, nes","7108","kg",8555.38,"kg",8555.38,519020569.559,NA,2023-10-01,61504.2891
"South Africa","Botswana","710811",NA,NA,"kg",1,0.525,NA,2023-10-01,61504.2891
"South Africa","Namibia","710811",NA,NA,"kg",1,0.525,NA,2023-10-01,61504.2891
"South Africa","Eswatini","710812",NA,NA,"kg",12,151.066,NA,2023-10-01,61504.2891
"South Africa","Areas, nes","710813","kg",8555.38,"kg",8555.38,519020569.559,NA,2023-10-01,61504.2891
"Kenya","China","7108",NA,NA,NA,NA,206073.694,"b",2023-11-01,63828.78471
"Kenya","China, Hong Kong SAR","7108","kg",25,"g",25000,941497.233,"b",2023-11-01,63828.78471
"Kenya","South Africa","7108","kg",90.178,"g",90177.8,4784947.207,"b",2023-11-01,63828.78471
"Kenya","United Arab Emirates","7108","kg",7.912,"g",7912,430986.148,NA,2023-11-01,63828.78471
"Kenya","China","710812",NA,NA,"g",4066000,206073.694,"b",2023-11-01,63828.78471
"Kenya","China, Hong Kong SAR","710812","kg",25,"g",25000,941497.233,"b",2023-11-01,63828.78471
"Kenya","United Arab Emirates","710812","kg",7.912,"g",7912,430986.148,NA,2023-11-01,63828.78471
"Kenya","South Africa","710813","kg",90.178,"g",90177.8,4784947.207,"b",2023-11-01,63828.78471
"South Africa","Areas, nes","7108","kg",10728.8,"kg",10728.8,677126779.889,NA,2023-11-01,63828.78471
"South Africa","Areas, nes","710813","kg",10728.8,"kg",10728.8,677126779.889,NA,2023-11-01,63828.78471
"Kenya","South Africa","7108","kg",31.444,"g",31443.5,1608112.417,"b",2023-12-01,65243.41551
"Kenya","United Arab Emirates","7108","kg",102.92,"g",102920,4867698.851,NA,2023-12-01,65243.41551
"Kenya","United Arab Emirates","710812","kg",102.92,"g",102920,4867698.851,NA,2023-12-01,65243.41551
"Kenya","South Africa","710813","kg",31.444,"g",31443.5,1608112.417,"b",2023-12-01,65243.41551
"South Africa","Areas, nes","7108","kg",6746.09,"kg",6746.09,431829965.02,NA,2023-12-01,65243.41551
"South Africa","Areas, nes","710813","kg",6746.09,"kg",6746.09,431829965.02,NA,2023-12-01,65243.41551
