HS2,HS2 ID,HS4,HS4 ID,Section,Section ID,Trade Value,Year
Misc. manufactures,2096,Pencils and Crayons,209609,Miscellaneous,20,1676221,2022
Misc. manufactures,2096,Chalkboards,209610,Miscellaneous,20,133720,2022
Misc. manufactures,2096,Rubber Stamps,209611,Miscellaneous,20,127507,2022
Misc. manufactures,2096,Ink Ribbons,209612,Miscellaneous,20,1863276,2022
Misc. manufactures,2096,Lighters,209613,Miscellaneous,20,39229782,2022
Misc. manufactures,2096,Smoking Pipes,209614,Miscellaneous,20,103270,2022
Misc. manufactures,2096,Combs,209615,Miscellaneous,20,352444,2022
Misc. manufactures,2096,Scent Sprays,209616,Miscellaneous,20,1071573,2022
Misc. manufactures,2096,Vacuum Flask,209617,Miscellaneous,20,1517820,2022
Misc. manufactures,2096,Mannequins,209618,Miscellaneous,20,176556,2022
Art & antiques,2197,Paintings,219701,Arts and Antiques,21,172939438,2022
Art & antiques,2197,Prints,219702,Arts and Antiques,21,1442163,2022
Art & antiques,2197,Sculptures,219703,Arts and Antiques,21,26426777,2022
Art & antiques,2197,Revenue Stamps,219704,Arts and Antiques,21,624121,2022
Art & antiques,2197,Collector's Items,219705,Arts and Antiques,21,2987100,2022
Art & antiques,2197,Antiques,219706,Arts and Antiques,21,2397337,2022
